document_id,origin_class,generation_channel,nll,scored_tokens,n_windows,expected_tokens,provenance
human_prose_taiga_proza_0034,H,,2.506692,1172,2,1172,унаследовано из nll-v1
human_prose_taiga_proza_0035,H,,3.109095,2084,4,2084,унаследовано из nll-v1
human_prose_taiga_proza_0036,H,,2.772103,2857,5,2857,унаследовано из nll-v1
human_prose_taiga_proza_0037,H,,2.832640,1381,2,1381,унаследовано из nll-v1
human_prose_taiga_proza_0038,H,,3.323068,2291,4,2291,унаследовано из nll-v1
human_prose_taiga_proza_0039,H,,2.914156,1410,2,1410,унаследовано из nll-v1
human_prose_taiga_proza_0040,H,,3.280568,2111,4,2111,унаследовано из nll-v1
human_prose_taiga_proza_0041,H,,2.885258,1567,3,1567,унаследовано из nll-v1
human_prose_taiga_proza_0042,H,,3.125796,2214,4,2214,унаследовано из nll-v1
human_prose_taiga_proza_0043,H,,3.067001,1977,3,1977,унаследовано из nll-v1
human_prose_taiga_proza_0044,H,,2.674856,1615,3,1615,унаследовано из nll-v1
human_prose_taiga_proza_0045,H,,3.645837,1389,2,1389,унаследовано из nll-v1
human_prose_taiga_proza_0046,H,,3.255608,1249,2,1249,унаследовано из nll-v1
human_prose_taiga_proza_0047,H,,2.931313,1185,2,1185,унаследовано из nll-v1
human_prose_taiga_proza_0048,H,,3.283096,2334,4,2334,унаследовано из nll-v1
human_prose_taiga_proza_0049,H,,3.071808,1186,2,1186,унаследовано из nll-v1
human_prose_taiga_proza_0050,H,,2.863228,1606,3,1606,унаследовано из nll-v1
human_prose_taiga_proza_0051,H,,2.905039,6244,12,6244,унаследовано из nll-v1
human_prose_taiga_proza_0052,H,,3.102054,851,1,851,унаследовано из nll-v1
human_prose_taiga_proza_0053,H,,2.801978,2556,4,2556,унаследовано из nll-v1
human_prose_taiga_proza_0054,H,,2.701331,1106,2,1106,унаследовано из nll-v1
human_prose_taiga_proza_0055,H,,2.652766,1675,3,1675,унаследовано из nll-v1
human_prose_taiga_proza_0056,H,,3.359663,1851,3,1851,унаследовано из nll-v1
human_prose_taiga_proza_0057,H,,2.916576,2705,5,2705,унаследовано из nll-v1
human_prose_taiga_proza_0058,H,,3.437671,2067,4,2067,унаследовано из nll-v1
human_prose_taiga_proza_0059,H,,3.562016,3626,7,3626,унаследовано из nll-v1
human_prose_taiga_proza_0060,H,,3.173665,2695,5,2695,унаследовано из nll-v1
human_science_cyberleninka_0001,H,,2.880906,5291,10,5291,унаследовано из nll-v1
human_science_cyberleninka_0002,H,,2.464529,4047,7,4047,унаследовано из nll-v1
human_science_cyberleninka_0003,H,,2.785708,3790,7,3790,унаследовано из nll-v1
human_science_cyberleninka_0004,H,,2.494003,2245,4,2245,унаследовано из nll-v1
human_science_cyberleninka_0005,H,,2.448304,1566,3,1566,унаследовано из nll-v1
human_science_cyberleninka_0006,H,,2.626485,1712,3,1712,унаследовано из nll-v1
human_science_cyberleninka_0007,H,,2.804415,1296,2,1296,унаследовано из nll-v1
human_science_cyberleninka_0008,H,,2.489705,4092,7,4092,унаследовано из nll-v1
human_science_cyberleninka_0009,H,,1.787638,3209,6,3209,унаследовано из nll-v1
human_science_cyberleninka_0010,H,,2.665962,1395,2,1395,унаследовано из nll-v1
human_science_cyberleninka_0011,H,,2.554820,1687,3,1687,унаследовано из nll-v1
human_science_cyberleninka_0013,H,,2.735994,2195,4,2195,унаследовано из nll-v1
human_science_cyberleninka_0014,H,,3.006976,8285,16,8285,унаследовано из nll-v1
human_science_cyberleninka_0015,H,,2.916159,3262,6,3262,унаследовано из nll-v1
human_science_cyberleninka_0016,H,,1.912831,2896,5,2896,унаследовано из nll-v1
human_science_cyberleninka_0017,H,,2.353963,1990,3,1990,унаследовано из nll-v1
human_science_cyberleninka_0018,H,,2.774851,3683,7,3683,унаследовано из nll-v1
human_science_cyberleninka_0019,H,,2.827012,2106,4,2106,унаследовано из nll-v1
human_science_cyberleninka_0020,H,,2.515651,4954,9,4954,унаследовано из nll-v1
human_science_cyberleninka_0021,H,,2.457085,3991,7,3991,унаследовано из nll-v1
human_science_cyberleninka_0022,H,,2.127201,2567,5,2567,унаследовано из nll-v1
human_science_cyberleninka_0023,H,,2.997146,3945,7,3945,унаследовано из nll-v1
human_science_cyberleninka_0024,H,,2.660801,3793,7,3793,унаследовано из nll-v1
human_science_cyberleninka_0025,H,,2.839510,1737,3,1737,унаследовано из nll-v1
human_science_cyberleninka_0026,H,,2.455090,3171,6,3171,унаследовано из nll-v1
human_science_cyberleninka_0027,H,,2.635227,1949,3,1949,унаследовано из nll-v1
human_science_cyberleninka_0028,H,,2.678216,5271,10,5271,унаследовано из nll-v1
human_science_cyberleninka_0029,H,,2.909529,3818,7,3818,унаследовано из nll-v1
human_science_cyberleninka_0030,H,,2.963709,3936,7,3936,унаследовано из nll-v1
human_science_cyberleninka_0031,H,,2.320432,1997,3,1997,унаследовано из nll-v1
human_science_cyberleninka_0032,H,,2.172165,2072,4,2072,унаследовано из nll-v1
human_science_cyberleninka_0033,H,,2.909839,3021,5,3021,унаследовано из nll-v1
human_science_cyberleninka_0034,H,,2.019548,2519,4,2519,унаследовано из nll-v1
human_science_cyberleninka_0035,H,,2.160003,2149,4,2149,унаследовано из nll-v1
human_science_cyberleninka_0036,H,,2.650839,4265,8,4265,унаследовано из nll-v1
human_science_cyberleninka_0037,H,,3.366501,1258,2,1258,унаследовано из nll-v1
human_science_cyberleninka_0038,H,,2.888494,2148,4,2148,унаследовано из nll-v1
human_science_cyberleninka_0039,H,,2.375628,1472,2,1472,унаследовано из nll-v1
human_science_cyberleninka_0040,H,,2.437468,4179,8,4179,унаследовано из nll-v1
human_science_cyberleninka_0041,H,,2.164707,2215,4,2215,унаследовано из nll-v1
human_science_cyberleninka_0042,H,,2.315793,4133,8,4133,унаследовано из nll-v1
human_science_cyberleninka_0043,H,,2.557579,2786,5,2786,унаследовано из nll-v1
human_science_cyberleninka_0044,H,,2.786162,2404,4,2404,унаследовано из nll-v1
human_science_cyberleninka_0045,H,,2.727042,4947,9,4947,унаследовано из nll-v1
human_science_cyberleninka_0046,H,,3.151606,2616,5,2616,унаследовано из nll-v1
human_science_cyberleninka_0047,H,,2.802096,1864,3,1864,унаследовано из nll-v1
human_science_cyberleninka_0048,H,,2.646749,8291,16,8291,унаследовано из nll-v1
human_science_cyberleninka_0049,H,,2.684334,5438,10,5438,унаследовано из nll-v1
human_science_cyberleninka_0050,H,,2.714234,5589,10,5589,унаследовано из nll-v1
human_science_cyberleninka_0051,H,,2.455642,2473,4,2473,унаследовано из nll-v1
human_science_cyberleninka_0052,H,,2.624049,2351,4,2351,унаследовано из nll-v1
human_science_cyberleninka_0053,H,,2.257457,7110,13,7110,унаследовано из nll-v1
human_science_cyberleninka_0054,H,,3.084115,1483,2,1483,унаследовано из nll-v1
human_science_cyberleninka_0055,H,,2.495242,3384,6,3384,унаследовано из nll-v1
human_science_cyberleninka_0056,H,,2.454084,2699,5,2699,унаследовано из nll-v1
human_science_cyberleninka_0057,H,,2.925960,3736,7,3736,унаследовано из nll-v1
human_science_cyberleninka_0058,H,,2.757073,2500,4,2500,унаследовано из nll-v1
human_science_cyberleninka_0059,H,,2.594401,3583,6,3583,унаследовано из nll-v1
human_science_cyberleninka_0060,H,,2.958065,3923,7,3923,унаследовано из nll-v1
human_science_cyberleninka_0067,H,,2.615553,3325,6,3325,унаследовано из nll-v1
human_science_spbgu_0001,H,,2.953139,1612,3,1612,унаследовано из nll-v1
human_science_spbgu_0002,H,,2.982611,6890,13,6890,унаследовано из nll-v1
human_science_spbgu_0003,H,,2.857387,2237,4,2237,унаследовано из nll-v1
human_science_spbgu_0004,H,,3.060800,550,1,550,унаследовано из nll-v1
human_science_spbgu_0005,H,,2.021004,2799,5,2799,унаследовано из nll-v1
human_science_spbgu_0006,H,,2.536898,5683,11,5683,унаследовано из nll-v1
human_science_spbgu_0007,H,,2.638800,6382,12,6382,унаследовано из nll-v1
human_science_spbgu_0008,H,,2.759497,2539,4,2539,унаследовано из nll-v1
human_science_spbgu_0009,H,,2.964875,7409,14,7409,унаследовано из nll-v1
human_science_spbgu_0010,H,,2.728846,3937,7,3937,унаследовано из nll-v1
human_science_spbgu_0011,H,,2.604847,7606,14,7606,унаследовано из nll-v1
human_science_spbgu_0012,H,,1.995279,5831,11,5831,унаследовано из nll-v1
human_science_spbgu_0013,H,,2.651245,8230,16,8230,унаследовано из nll-v1
human_science_spbgu_0014,H,,3.264946,3839,7,3839,унаследовано из nll-v1
human_science_spbgu_0015,H,,2.819608,8475,16,8475,унаследовано из nll-v1
human_science_spbgu_0016,H,,2.346435,4251,8,4251,унаследовано из nll-v1
human_science_spbgu_0017,H,,2.803108,8322,16,8322,унаследовано из nll-v1
human_science_spbgu_0018,H,,2.602675,6657,13,6657,унаследовано из nll-v1
human_science_spbgu_0019,H,,2.711083,5616,10,5616,унаследовано из nll-v1
human_science_spbgu_0020,H,,2.591740,4139,8,4139,унаследовано из nll-v1
human_science_spbgu_0021,H,,2.610041,8977,17,8977,унаследовано из nll-v1
human_science_spbgu_0022,H,,2.490466,5754,11,5754,унаследовано из nll-v1
human_science_spbgu_0023,H,,2.775480,4379,8,4379,унаследовано из nll-v1
human_science_spbgu_0024,H,,2.412085,5499,10,5499,унаследовано из nll-v1
human_science_spbgu_0025,H,,2.191453,5213,10,5213,унаследовано из nll-v1
human_science_spbgu_0026,H,,2.704204,7399,14,7399,унаследовано из nll-v1
human_science_spbgu_0027,H,,2.252105,2051,4,2051,унаследовано из nll-v1
human_science_spbgu_0028,H,,2.882383,6154,12,6154,унаследовано из nll-v1
human_science_spbgu_0029,H,,2.598450,9401,18,9401,унаследовано из nll-v1
human_science_spbgu_0030,H,,2.533000,3617,7,3617,унаследовано из nll-v1
human_science_spbgu_0031,H,,2.146023,5171,10,5171,унаследовано из nll-v1
human_science_spbgu_0032,H,,2.753030,8047,15,8047,унаследовано из nll-v1
human_science_spbgu_0033,H,,2.240841,1230,2,1230,унаследовано из nll-v1
human_science_spbgu_0034,H,,2.749228,3803,7,3803,унаследовано из nll-v1
human_science_spbgu_0035,H,,2.523890,5213,10,5213,унаследовано из nll-v1
human_science_spbgu_0036,H,,2.579715,8251,16,8251,унаследовано из nll-v1
human_science_spbgu_0037,H,,2.459631,8828,17,8828,унаследовано из nll-v1
human_science_spbgu_0038,H,,2.363524,6848,13,6848,унаследовано из nll-v1
human_science_spbgu_0039,H,,2.409406,6645,12,6645,унаследовано из nll-v1
human_science_spbgu_0040,H,,2.146639,9169,17,9169,унаследовано из nll-v1
human_science_spbgu_0041,H,,2.268512,3243,6,3243,унаследовано из nll-v1
human_science_spbgu_0042,H,,2.503677,9795,19,9795,унаследовано из nll-v1
human_science_spbgu_0043,H,,2.319450,11123,21,11123,унаследовано из nll-v1
human_science_spbgu_0044,H,,2.624945,8251,16,8251,унаследовано из nll-v1
human_science_spbgu_0045,H,,2.751330,7802,15,7802,унаследовано из nll-v1
human_science_spbgu_0046,H,,2.570435,6600,12,6600,унаследовано из nll-v1
human_science_spbgu_0048,H,,2.426908,6667,13,6667,унаследовано из nll-v1
human_science_spbgu_0049,H,,2.704075,5415,10,5415,унаследовано из nll-v1
human_science_spbgu_0050,H,,2.916157,7795,15,7795,унаследовано из nll-v1
human_science_spbgu_0054,H,,2.195058,5819,11,5819,унаследовано из nll-v1
human_science_spbgu_0055,H,,2.577782,8187,15,8187,унаследовано из nll-v1
human_science_spbgu_0057,H,,2.120909,3049,5,3049,унаследовано из nll-v1
human_science_spbgu_0059,H,,2.352395,5841,11,5841,унаследовано из nll-v1
human_science_spbgu_0060,H,,2.743833,2098,4,2098,унаследовано из nll-v1
human_science_spbgu_0061,H,,2.657014,6799,13,6799,унаследовано из nll-v1
human_science_spbgu_0062,H,,2.519645,7680,15,7680,унаследовано из nll-v1
human_science_spbgu_0063,H,,2.535834,6874,13,6874,унаследовано из nll-v1
human_science_spbgu_0064,H,,2.584165,8942,17,8942,унаследовано из nll-v1
human_science_spbgu_0065,H,,2.572867,6959,13,6959,унаследовано из nll-v1
human_science_urfu_0001,H,,2.609030,7053,13,7053,унаследовано из nll-v1
human_science_urfu_0002,H,,2.941107,4772,9,4772,унаследовано из nll-v1
human_science_urfu_0003,H,,2.575888,7559,14,7559,унаследовано из nll-v1
human_science_urfu_0004,H,,2.369779,7060,13,7060,унаследовано из nll-v1
human_science_urfu_0005,H,,2.309533,9451,18,9451,унаследовано из nll-v1
human_science_urfu_0006,H,,2.514949,8565,16,8565,унаследовано из nll-v1
human_science_urfu_0007,H,,2.912094,8358,16,8358,унаследовано из nll-v1
human_science_urfu_0008,H,,3.316209,5226,10,5226,унаследовано из nll-v1
human_science_urfu_0009,H,,2.927259,6637,12,6637,унаследовано из nll-v1
human_science_urfu_0010,H,,3.100210,7500,14,7500,унаследовано из nll-v1
human_science_urfu_0011,H,,2.997670,8524,16,8524,унаследовано из nll-v1
human_science_urfu_0012,H,,2.341235,7240,14,7240,унаследовано из nll-v1
human_science_urfu_0013,H,,2.460344,6861,13,6861,унаследовано из nll-v1
human_science_urfu_0014,H,,3.100541,5244,10,5244,унаследовано из nll-v1
human_science_urfu_0015,H,,2.509018,5307,10,5307,унаследовано из nll-v1
human_science_urfu_0016,H,,2.777588,7236,14,7236,унаследовано из nll-v1
human_science_urfu_0017,H,,2.478489,7409,14,7409,унаследовано из nll-v1
human_science_urfu_0018,H,,2.608676,6613,12,6613,унаследовано из nll-v1
human_science_urfu_0019,H,,2.653291,9432,18,9432,унаследовано из nll-v1
human_science_urfu_0020,H,,2.553008,8054,15,8054,унаследовано из nll-v1
human_science_urfu_0021,H,,2.410729,8815,17,8815,унаследовано из nll-v1
human_science_urfu_0022,H,,2.478192,7943,15,7943,унаследовано из nll-v1
human_science_urfu_0023,H,,2.578184,5791,11,5791,унаследовано из nll-v1
human_science_urfu_0024,H,,2.587621,7620,14,7620,унаследовано из nll-v1
human_science_urfu_0025,H,,2.264091,7228,14,7228,унаследовано из nll-v1
human_science_urfu_0026,H,,2.800777,8275,16,8275,унаследовано из nll-v1
human_science_urfu_0027,H,,2.516368,7146,13,7146,унаследовано из nll-v1
human_science_urfu_0028,H,,2.470474,7712,15,7712,унаследовано из nll-v1
human_science_urfu_0029,H,,2.266314,8378,16,8378,унаследовано из nll-v1
human_science_urfu_0030,H,,2.605623,7823,15,7823,унаследовано из nll-v1
human_science_urfu_0031,H,,2.889582,8257,16,8257,унаследовано из nll-v1
human_science_urfu_0032,H,,2.407086,7301,14,7301,унаследовано из nll-v1
human_science_urfu_0033,H,,2.494543,9341,18,9341,унаследовано из nll-v1
human_science_urfu_0034,H,,2.454700,7388,14,7388,унаследовано из nll-v1
human_science_urfu_0035,H,,2.364729,6814,13,6814,унаследовано из nll-v1
human_science_urfu_0036,H,,2.506720,8552,16,8552,унаследовано из nll-v1
human_science_urfu_0037,H,,2.917771,7431,14,7431,унаследовано из nll-v1
human_science_urfu_0038,H,,2.788800,10738,20,10738,унаследовано из nll-v1
human_science_urfu_0039,H,,2.799884,10697,20,10697,унаследовано из nll-v1
human_science_urfu_0040,H,,2.218584,10543,20,10543,унаследовано из nll-v1
human_science_urfu_0041,H,,2.549635,8783,17,8783,унаследовано из nll-v1
human_science_urfu_0042,H,,2.377503,4696,9,4696,унаследовано из nll-v1
human_science_urfu_0043,H,,2.051974,6208,12,6208,унаследовано из nll-v1
human_science_urfu_0044,H,,2.576071,10747,20,10747,унаследовано из nll-v1
human_science_urfu_0045,H,,2.461649,4097,8,4097,унаследовано из nll-v1
human_science_urfu_0046,H,,1.906346,10895,21,10895,унаследовано из nll-v1
human_science_urfu_0047,H,,2.957893,7106,13,7106,унаследовано из nll-v1
human_science_urfu_0048,H,,2.332726,3563,6,3563,унаследовано из nll-v1
human_seo_alaev_0001,H,,3.289141,1050,2,1050,унаследовано из nll-v1
human_seo_alaev_0002,H,,2.929938,1668,3,1668,унаследовано из nll-v1
human_seo_alaev_0003,H,,2.991649,1505,2,1505,унаследовано из nll-v1
human_seo_alaev_0004,H,,3.119545,3255,6,3255,унаследовано из nll-v1
human_seo_alaev_0005,H,,3.111188,1067,2,1067,унаследовано из nll-v1
human_seo_alaev_0006,H,,3.088421,1671,3,1671,унаследовано из nll-v1
human_seo_alaev_0007,H,,3.204087,1136,2,1136,унаследовано из nll-v1
human_seo_alaev_0008,H,,3.036389,1752,3,1752,унаследовано из nll-v1
human_seo_alaev_0009,H,,3.115585,2933,5,2933,унаследовано из nll-v1
human_seo_alaev_0010,H,,3.031317,1138,2,1138,унаследовано из nll-v1
human_seo_alaev_0011,H,,3.105113,837,1,837,унаследовано из nll-v1
human_seo_alaev_0012,H,,2.830102,1302,2,1302,пересчитано
human_seo_alaev_0013,H,,2.894670,1375,2,1375,пересчитано
human_seo_alaev_0014,H,,2.927582,1954,3,1954,унаследовано из nll-v1
human_seo_alaev_0015,H,,2.896489,964,1,964,унаследовано из nll-v1
human_seo_alaev_0016,H,,3.038286,1597,3,1597,унаследовано из nll-v1
human_seo_alaev_0017,H,,3.123461,1247,2,1247,унаследовано из nll-v1
human_seo_alaev_0018,H,,3.315721,4590,8,4590,унаследовано из nll-v1
human_seo_alaev_0019,H,,2.861880,2404,4,2404,пересчитано
human_seo_alaev_0020,H,,2.968517,1313,2,1313,унаследовано из nll-v1
human_seo_alaev_0021,H,,1.462681,4224,8,4224,унаследовано из nll-v1
human_seo_convertmonster_0001,H,,2.423620,904,1,904,унаследовано из nll-v1
human_seo_devaka_ru_0001,H,,2.971373,846,1,846,пересчитано
human_seo_devaka_ru_0002,H,,3.318244,738,1,738,пересчитано
human_seo_devaka_ru_0003,H,,2.991502,1295,2,1295,унаследовано из nll-v1
human_seo_devaka_ru_0004,H,,3.158421,1556,3,1556,пересчитано
human_seo_devaka_ru_0005,H,,3.176079,2578,5,2578,пересчитано
human_seo_devaka_ru_0006,H,,1.519753,6659,13,6659,пересчитано
human_seo_devaka_ru_0007,H,,3.276467,1886,3,1886,пересчитано
human_seo_devaka_ru_0008,H,,2.683670,1058,2,1058,унаследовано из nll-v1
human_seo_devaka_ru_0009,H,,2.570370,4560,8,4560,пересчитано
human_seo_devaka_ru_0011,H,,3.366905,1080,2,1080,пересчитано
human_seo_devaka_ru_0012,H,,2.738832,1862,3,1862,пересчитано
human_seo_devaka_ru_0013,H,,2.610163,1317,2,1317,пересчитано
human_seo_devaka_ru_0014,H,,2.541617,1526,2,1526,пересчитано
human_seo_devaka_ru_0017,H,,3.076822,1474,2,1474,пересчитано
human_seo_devaka_ru_0018,H,,2.314556,4183,8,4183,унаследовано из nll-v1
human_seo_devaka_ru_0019,H,,2.419166,1155,2,1155,унаследовано из nll-v1
human_seo_devaka_ru_0020,H,,2.791777,2844,5,2844,унаследовано из nll-v1
human_seo_devaka_ru_0021,H,,2.697752,3270,6,3270,унаследовано из nll-v1
human_seo_devaka_ru_0022,H,,2.760329,3253,6,3253,унаследовано из nll-v1
human_seo_devaka_ru_0023,H,,3.072921,1639,3,1639,унаследовано из nll-v1
human_seo_devaka_ru_0024,H,,2.921615,2827,5,2827,унаследовано из nll-v1
human_seo_devaka_ru_0025,H,,3.041889,1972,3,1972,унаследовано из nll-v1
human_seo_devaka_ru_0026,H,,3.011922,3100,6,3100,пересчитано
human_seo_devaka_ru_0027,H,,2.745254,2262,4,2262,унаследовано из nll-v1
human_seo_devaka_ru_0028,H,,2.974021,2216,4,2216,унаследовано из nll-v1
human_seo_devaka_ru_0029,H,,2.889951,2103,4,2103,унаследовано из nll-v1
human_seo_devaka_ru_0030,H,,2.646063,1943,3,1943,унаследовано из nll-v1
human_seo_devaka_ru_0031,H,,2.933317,2006,3,2006,унаследовано из nll-v1
human_seo_devaka_ru_0032,H,,2.736695,2201,4,2201,унаследовано из nll-v1
human_seo_devaka_ru_0033,H,,2.859909,1758,3,1758,пересчитано
human_seo_devaka_ru_0034,H,,2.824991,1912,3,1912,унаследовано из nll-v1
human_seo_devaka_ru_0035,H,,2.695715,1624,3,1624,пересчитано
human_seo_devaka_ru_0036,H,,2.887685,1299,2,1299,унаследовано из nll-v1
human_seo_drmax_0001,H,,3.223500,1189,2,1189,пересчитано
human_seo_drmax_0002,H,,3.434824,3308,6,3308,пересчитано
human_seo_drmax_0003,H,,3.404595,2587,5,2587,пересчитано
human_seo_drmax_0004,H,,3.139754,3130,6,3130,пересчитано
human_seo_drmax_0005,H,,3.166082,2882,5,2882,пересчитано
human_seo_drmax_0006,H,,3.054534,3881,7,3881,пересчитано
human_seo_drmax_0007,H,,3.161515,2533,4,2533,пересчитано
human_seo_drmax_0009,H,,3.545160,1129,2,1129,пересчитано
human_seo_drmax_0010,H,,3.119443,4391,8,4391,пересчитано
human_seo_drmax_0011,H,,3.153120,3552,6,3552,пересчитано
human_seo_drmax_0012,H,,2.933296,4075,7,4075,пересчитано
human_seo_drmax_0013,H,,3.007391,2068,4,2068,пересчитано
human_seo_drmax_0014,H,,3.196558,2456,4,2456,пересчитано
human_seo_drmax_0015,H,,3.037137,3016,5,3016,унаследовано из nll-v1
human_seo_drmax_0016,H,,3.148389,2319,4,2319,пересчитано
human_seo_drmax_0017,H,,2.786757,4376,8,4376,пересчитано
human_seo_drmax_0018,H,,3.240734,4647,9,4647,пересчитано
human_seo_drmax_0019,H,,2.836788,4575,8,4575,пересчитано
human_seo_drmax_0020,H,,3.022719,2970,5,2970,пересчитано
human_seo_drmax_0021,H,,2.727927,2375,4,2375,пересчитано
human_seo_drmax_0024,H,,2.315233,3555,6,3555,унаследовано из nll-v1
human_seo_drmax_0025,H,,2.622581,4194,8,4194,пересчитано
human_seo_drmax_su_0001,H,,3.052851,1065,2,1065,пересчитано
human_seo_drmax_su_0002,H,,2.622581,4194,8,4194,пересчитано
human_seo_drmax_su_0003,H,,2.526693,1456,2,1456,пересчитано
human_seo_drmax_su_0004,H,,2.954139,5167,10,5167,пересчитано
human_seo_drmax_su_0005,H,,3.158352,3531,6,3531,пересчитано
human_seo_drmax_su_0006,H,,2.576385,5323,10,5323,унаследовано из nll-v1
human_seo_drmax_su_0007,H,,2.325650,4024,7,4024,унаследовано из nll-v1
human_seo_drmax_su_0008,H,,3.064410,5714,11,5714,пересчитано
human_seo_labrika_0001,H,,2.433623,2849,5,2849,пересчитано
human_seo_labrika_0002,H,,2.414394,2467,4,2467,пересчитано
human_seo_labrika_0003,H,,2.746340,1963,3,1963,унаследовано из nll-v1
human_seo_labrika_0004,H,,1.699038,1459,2,1459,унаследовано из nll-v1
human_seo_madcats_0001,H,,3.512881,2342,4,2342,унаследовано из nll-v1
human_seo_madcats_0002,H,,2.975376,2362,4,2362,унаследовано из nll-v1
human_seo_madcats_0003,H,,3.148124,1027,2,1027,унаследовано из nll-v1
human_seo_madcats_0004,H,,2.924820,1728,3,1728,унаследовано из nll-v1
human_seo_madcats_0005,H,,3.016216,3625,7,3625,унаследовано из nll-v1
human_seo_madcats_0006,H,,3.237503,1596,3,1596,унаследовано из nll-v1
human_seo_madcats_0007,H,,2.971845,2237,4,2237,унаследовано из nll-v1
human_seo_madcats_0008,H,,2.851105,1333,2,1333,унаследовано из nll-v1
human_seo_madcats_0009,H,,3.124490,1118,2,1118,унаследовано из nll-v1
human_seo_madcats_0010,H,,3.254674,1695,3,1695,унаследовано из nll-v1
human_seo_madcats_0011,H,,3.093029,1001,1,1001,унаследовано из nll-v1
human_seo_madcats_0012,H,,3.032880,1540,3,1540,унаследовано из nll-v1
human_seo_madcats_0013,H,,3.075203,184,1,184,унаследовано из nll-v1
human_seo_madcats_0014,H,,3.197436,1416,2,1416,унаследовано из nll-v1
human_seo_madcats_0015,H,,3.196019,1341,2,1341,унаследовано из nll-v1
human_seo_madcats_0016,H,,3.155660,2218,4,2218,унаследовано из nll-v1
human_seo_madcats_0017,H,,2.927674,3084,6,3084,унаследовано из nll-v1
human_seo_madcats_0018,H,,3.080725,1080,2,1080,унаследовано из nll-v1
human_seo_madcats_0019,H,,3.244508,1152,2,1152,унаследовано из nll-v1
human_seo_madcats_0020,H,,3.170385,1074,2,1074,унаследовано из nll-v1
human_seo_madcats_0021,H,,2.855250,4137,8,4137,унаследовано из nll-v1
human_seo_madcats_0022,H,,3.065933,2190,4,2190,унаследовано из nll-v1
human_seo_madcats_0023,H,,3.137231,1528,2,1528,унаследовано из nll-v1
human_seo_madcats_0024,H,,3.243978,1088,2,1088,унаследовано из nll-v1
human_seo_madcats_0025,H,,3.293750,1581,3,1581,унаследовано из nll-v1
human_seo_madcats_0026,H,,3.143052,1361,2,1361,унаследовано из nll-v1
human_seo_madcats_0027,H,,2.795135,5425,10,5425,унаследовано из nll-v1
human_seo_madcats_0028,H,,2.725101,4189,8,4189,унаследовано из nll-v1
human_seo_madcats_0029,H,,3.151721,1983,3,1983,унаследовано из nll-v1
human_seo_madcats_0030,H,,3.093845,3480,6,3480,унаследовано из nll-v1
human_seo_madcats_ru_0001,H,,2.914722,2591,5,2591,унаследовано из nll-v1
human_seo_madcats_ru_0002,H,,2.845108,2925,5,2925,унаследовано из nll-v1
human_seo_madcats_ru_0003,H,,2.578926,1528,2,1528,унаследовано из nll-v1
human_seo_madcats_ru_0004,H,,3.130105,3576,6,3576,унаследовано из nll-v1
human_seo_madcats_ru_0005,H,,3.360781,2403,4,2403,унаследовано из nll-v1
human_seo_madcats_ru_0006,H,,2.764055,1438,2,1438,унаследовано из nll-v1
human_seo_madcats_ru_0007,H,,3.081090,1169,2,1169,пересчитано
human_seo_madcats_ru_0008,H,,3.345314,1607,3,1607,унаследовано из nll-v1
human_seo_madcats_ru_0009,H,,3.162523,1084,2,1084,унаследовано из nll-v1
human_seo_madcats_ru_0010,H,,3.150713,1151,2,1151,унаследовано из nll-v1
human_seo_madcats_ru_0012,H,,3.206656,1129,2,1129,унаследовано из nll-v1
human_seo_optimizatorsha_ru_0001,H,,2.541942,1672,3,1672,унаследовано из nll-v1
human_seo_optimizatorsha_ru_0002,H,,2.903920,1113,2,1113,унаследовано из nll-v1
human_seo_optimizatorsha_ru_0003,H,,2.614118,2915,5,2915,унаследовано из nll-v1
human_seo_optimizatorsha_ru_0004,H,,2.714716,1268,2,1268,унаследовано из nll-v1
human_seo_optimizatorsha_ru_0005,H,,2.888605,5568,10,5568,унаследовано из nll-v1
human_seo_seoprofy_ua_0001,H,,2.753594,4398,8,4398,пересчитано
human_seo_seoprofy_ua_0002,H,,2.712236,2382,4,2382,унаследовано из nll-v1
human_seo_seoprofy_ua_0003,H,,2.715872,1062,2,1062,унаследовано из nll-v1
human_seo_seopulses_0003,H,,2.978820,1350,2,1350,унаследовано из nll-v1
human_seo_seopulses_0005,H,,2.537240,1454,2,1454,унаследовано из nll-v1
human_seo_seopulses_0006,H,,2.853845,1793,3,1793,унаследовано из nll-v1
human_seo_seopulses_0007,H,,2.798016,1281,2,1281,унаследовано из nll-v1
human_seo_seopulses_0012,H,,2.647350,1579,3,1579,унаследовано из nll-v1
human_seo_seopulses_0014,H,,2.774940,2541,4,2541,унаследовано из nll-v1
human_seo_seopulses_0016,H,,2.509189,1268,2,1268,унаследовано из nll-v1
human_seo_seopulses_0017,H,,2.821632,2904,5,2904,унаследовано из nll-v1
human_seo_seopulses_0018,H,,2.954856,2766,5,2766,унаследовано из nll-v1
human_seo_seopulses_0020,H,,2.811212,1462,2,1462,унаследовано из nll-v1
human_seo_seopulses_0022,H,,2.713779,1161,2,1161,унаследовано из nll-v1
human_seo_seopulses_0025,H,,2.926524,1014,1,1014,унаследовано из nll-v1
human_seo_seopulses_ru_0001,H,,2.797170,1228,2,1228,унаследовано из nll-v1
human_seo_seopulses_ru_0002,H,,2.681049,2240,4,2240,унаследовано из nll-v1
human_seo_seopulses_ru_0003,H,,2.705345,1116,2,1116,унаследовано из nll-v1
