document_id,origin_class,generation_channel,score_seed1,score_seed2,score_seed3,n_valid,median,range,status
human_seo_alaev_0002,H,,75,65,68,3,68.0,10,ok
human_seo_alaev_0003,H,,65,68,65,3,65.0,3,ok
human_seo_alaev_0004,H,,68,75,75,3,75.0,7,ok
human_seo_alaev_0005,H,,75,68,68,3,68.0,7,ok
human_seo_alaev_0006,H,,68,65,68,3,68.0,3,ok
human_seo_alaev_0007,H,,68,65,68,3,68.0,3,ok
human_seo_alaev_0008,H,,65,68,65,3,65.0,3,ok
human_seo_alaev_0009,H,,75,65,68,3,68.0,10,ok
human_seo_alaev_0010,H,,68,65,68,3,68.0,3,ok
human_seo_alaev_0011,H,,65,65,65,3,65.0,0,ok
human_seo_alaev_0012,H,,65,68,65,3,65.0,3,ok
human_seo_alaev_0013,H,,65,68,65,3,65.0,3,ok
human_seo_alaev_0014,H,,65,68,65,3,65.0,3,ok
human_seo_alaev_0015,H,,65,68,65,3,65.0,3,ok
human_seo_alaev_0016,H,,65,68,65,3,65.0,3,ok
human_seo_alaev_0017,H,,65,65,65,3,65.0,0,ok
human_seo_alaev_0018,H,,75,68,65,3,68.0,10,ok
human_seo_alaev_0019,H,,75,68,65,3,68.0,10,ok
human_seo_alaev_0020,H,,68,65,68,3,68.0,3,ok
human_seo_alaev_0021,H,,65,68,65,3,65.0,3,ok
human_seo_convertmonster_0001,H,,75,65,68,3,68.0,10,ok
human_seo_devaka_ru_0001,H,,65,68,65,3,65.0,3,ok
human_seo_devaka_ru_0002,H,,65,68,65,3,65.0,3,ok
human_seo_devaka_ru_0003,H,,65,65,65,3,65.0,0,ok
human_seo_devaka_ru_0004,H,,65,68,65,3,65.0,3,ok
human_seo_devaka_ru_0005,H,,65,68,65,3,65.0,3,ok
human_seo_devaka_ru_0006,H,,65,65,65,3,65.0,0,ok
human_seo_devaka_ru_0007,H,,68,65,68,3,68.0,3,ok
human_seo_devaka_ru_0008,H,,68,65,68,3,68.0,3,ok
human_seo_devaka_ru_0009,H,,68,72,75,3,72.0,7,ok
human_seo_devaka_ru_0011,H,,75,65,68,3,68.0,10,ok
human_seo_devaka_ru_0012,H,,75,68,65,3,68.0,10,ok
human_seo_devaka_ru_0013,H,,65,68,65,3,65.0,3,ok
human_seo_devaka_ru_0014,H,,65,68,65,3,65.0,3,ok
human_seo_devaka_ru_0017,H,,75,65,68,3,68.0,10,ok
human_seo_devaka_ru_0018,H,,65,68,65,3,65.0,3,ok
human_seo_devaka_ru_0019,H,,65,65,65,3,65.0,0,ok
human_seo_devaka_ru_0020,H,,65,68,65,3,65.0,3,ok
human_seo_devaka_ru_0021,H,,68,65,68,3,68.0,3,ok
human_seo_devaka_ru_0022,H,,65,68,65,3,65.0,3,ok
human_seo_devaka_ru_0023,H,,75,75,75,3,75.0,0,ok
human_seo_devaka_ru_0024,H,,75,65,68,3,68.0,10,ok
human_seo_devaka_ru_0025,H,,68,65,68,3,68.0,3,ok
human_seo_devaka_ru_0026,H,,75,68,65,3,68.0,10,ok
human_seo_devaka_ru_0027,H,,68,68,65,3,68.0,3,ok
human_seo_devaka_ru_0028,H,,68,65,68,3,68.0,3,ok
human_seo_devaka_ru_0029,H,,68,68,65,3,68.0,3,ok
human_seo_devaka_ru_0030,H,,75,68,68,3,68.0,7,ok
human_seo_devaka_ru_0031,H,,68,65,68,3,68.0,3,ok
human_seo_devaka_ru_0032,H,,75,65,68,3,68.0,10,ok
human_seo_devaka_ru_0033,H,,65,65,65,3,65.0,0,ok
human_seo_devaka_ru_0034,H,,68,65,75,3,68.0,10,ok
human_seo_devaka_ru_0035,H,,75,65,68,3,68.0,10,ok
human_seo_devaka_ru_0036,H,,65,68,65,3,65.0,3,ok
human_seo_drmax_0001,H,,75,65,68,3,68.0,10,ok
human_seo_drmax_0002,H,,75,68,65,3,68.0,10,ok
human_seo_drmax_0003,H,,75,65,65,3,65.0,10,ok
human_seo_drmax_0004,H,,65,65,65,3,65.0,0,ok
human_seo_drmax_0005,H,,65,65,65,3,65.0,0,ok
human_seo_drmax_0006,H,,65,65,68,3,65.0,3,ok
human_seo_drmax_0007,H,,75,65,68,3,68.0,10,ok
human_seo_drmax_0008,H,,65,65,65,3,65.0,0,ok
human_seo_drmax_0009,H,,75,68,65,3,68.0,10,ok
human_seo_drmax_0010,H,,75,68,65,3,68.0,10,ok
human_seo_drmax_0011,H,,65,65,65,3,65.0,0,ok
human_seo_drmax_0012,H,,65,68,65,3,65.0,3,ok
human_seo_drmax_0013,H,,65,68,65,3,65.0,3,ok
human_seo_drmax_0014,H,,65,65,65,3,65.0,0,ok
human_seo_drmax_0015,H,,75,68,65,3,68.0,10,ok
human_seo_drmax_0016,H,,65,65,65,3,65.0,0,ok
human_seo_drmax_0017,H,,65,65,68,3,65.0,3,ok
human_seo_drmax_0018,H,,75,65,68,3,68.0,10,ok
human_seo_drmax_0019,H,,75,68,65,3,68.0,10,ok
human_seo_drmax_0020,H,,68,72,75,3,72.0,7,ok
human_seo_drmax_0021,H,,75,68,65,3,68.0,10,ok
human_seo_drmax_0024,H,,65,68,65,3,65.0,3,ok
human_seo_drmax_0025,H,,65,68,65,3,65.0,3,ok
human_seo_drmax_su_0001,H,,65,75,75,3,75.0,10,ok
human_seo_drmax_su_0002,H,,75,65,68,3,68.0,10,ok
human_seo_drmax_su_0003,H,,68,75,75,3,75.0,7,ok
human_seo_drmax_su_0004,H,,65,65,68,3,65.0,3,ok
human_seo_drmax_su_0005,H,,65,65,65,3,65.0,0,ok
human_seo_drmax_su_0006,H,,75,68,65,3,68.0,10,ok
human_seo_drmax_su_0007,H,,65,65,65,3,65.0,0,ok
human_seo_drmax_su_0008,H,,68,68,65,3,68.0,3,ok
human_seo_labrika_0001,H,,68,78,75,3,75.0,10,ok
human_seo_labrika_0002,H,,75,68,65,3,68.0,10,ok
human_seo_labrika_0003,H,,65,68,65,3,65.0,3,ok
human_seo_labrika_0004,H,,75,78,75,3,75.0,3,ok
human_seo_madcats_0001,H,,68,78,75,3,75.0,10,ok
human_seo_madcats_0002,H,,68,65,68,3,68.0,3,ok
human_seo_madcats_0003,H,,68,75,75,3,75.0,7,ok
human_seo_madcats_0004,H,,65,65,65,3,65.0,0,ok
human_seo_madcats_0005,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0006,H,,68,65,68,3,68.0,3,ok
human_seo_madcats_0007,H,,65,65,65,3,65.0,0,ok
human_seo_madcats_0008,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0009,H,,55,68,65,3,65.0,13,ok
human_seo_madcats_0010,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0011,H,,75,65,68,3,68.0,10,ok
human_seo_madcats_0012,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0013,H,,55,65,65,3,65.0,10,ok
human_seo_madcats_0014,H,,75,68,68,3,68.0,7,ok
human_seo_madcats_0015,H,,55,68,65,3,65.0,13,ok
human_seo_madcats_0016,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0017,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0018,H,,68,65,68,3,68.0,3,ok
human_seo_madcats_0019,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0020,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0021,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0022,H,,68,65,68,3,68.0,3,ok
human_seo_madcats_0023,H,,65,65,65,3,65.0,0,ok
human_seo_madcats_0024,H,,68,65,68,3,68.0,3,ok
human_seo_madcats_0025,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0026,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0027,H,,68,68,65,3,68.0,3,ok
human_seo_madcats_0028,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0029,H,,65,68,65,3,65.0,3,ok
human_seo_madcats_0030,H,,65,65,65,3,65.0,0,ok
human_seo_madcats_ru_0001,H,,75,68,68,3,68.0,7,ok
human_seo_madcats_ru_0002,H,,75,68,68,3,68.0,7,ok
human_seo_madcats_ru_0003,H,,68,65,68,3,68.0,3,ok
human_seo_madcats_ru_0004,H,,68,65,68,3,68.0,3,ok
human_seo_madcats_ru_0005,H,,68,65,68,3,68.0,3,ok
human_seo_madcats_ru_0006,H,,68,65,68,3,68.0,3,ok
human_seo_madcats_ru_0007,H,,75,65,68,3,68.0,10,ok
human_seo_madcats_ru_0008,H,,68,65,68,3,68.0,3,ok
human_seo_madcats_ru_0009,H,,55,68,65,3,65.0,13,ok
human_seo_madcats_ru_0010,H,,68,65,68,3,68.0,3,ok
human_seo_madcats_ru_0012,H,,72,68,68,3,68.0,4,ok
human_seo_optimizatorsha_ru_0001,H,,65,68,65,3,65.0,3,ok
human_seo_optimizatorsha_ru_0002,H,,65,68,65,3,65.0,3,ok
human_seo_optimizatorsha_ru_0003,H,,75,68,65,3,68.0,10,ok
human_seo_optimizatorsha_ru_0004,H,,55,65,65,3,65.0,10,ok
human_seo_optimizatorsha_ru_0005,H,,65,65,68,3,65.0,3,ok
human_seo_seoprofy_ua_0001,H,,65,68,68,3,68.0,3,ok
human_seo_seoprofy_ua_0002,H,,68,65,68,3,68.0,3,ok
human_seo_seoprofy_ua_0003,H,,75,75,75,3,75.0,0,ok
human_seo_seopulses_0003,H,,68,75,75,3,75.0,7,ok
human_seo_seopulses_0005,H,,68,75,75,3,75.0,7,ok
human_seo_seopulses_0006,H,,68,72,75,3,72.0,7,ok
human_seo_seopulses_0007,H,,75,75,75,3,75.0,0,ok
human_seo_seopulses_0012,H,,68,75,75,3,75.0,7,ok
human_seo_seopulses_0014,H,,68,75,75,3,75.0,7,ok
human_seo_seopulses_0016,H,,68,65,68,3,68.0,3,ok
human_seo_seopulses_0017,H,,75,65,68,3,68.0,10,ok
human_seo_seopulses_0018,H,,65,68,65,3,65.0,3,ok
human_seo_seopulses_0020,H,,68,75,75,3,75.0,7,ok
human_seo_seopulses_0022,H,,68,72,75,3,72.0,7,ok
human_seo_seopulses_0025,H,,68,75,75,3,75.0,7,ok
human_seo_seopulses_ru_0001,H,,68,75,75,3,75.0,7,ok
human_seo_seopulses_ru_0002,H,,68,75,75,3,75.0,7,ok
human_seo_seopulses_ru_0003,H,,75,65,68,3,68.0,10,ok
human_seo_seopulses_ru_0004,H,,68,75,75,3,75.0,7,ok
human_seo_seopulses_ru_0005,H,,68,65,68,3,68.0,3,ok
human_seo_shakin_0001,H,,68,75,75,3,75.0,7,ok
human_seo_shakin_0002,H,,68,65,68,3,68.0,3,ok
human_seo_shakin_0003,H,,65,68,65,3,65.0,3,ok
human_seo_shakin_0004,H,,65,68,65,3,65.0,3,ok
human_seo_shakin_0005,H,,65,65,65,3,65.0,0,ok
human_seo_shakin_0007,H,,65,68,65,3,65.0,3,ok
human_seo_shakin_0008,H,,68,65,68,3,68.0,3,ok
human_seo_shakin_0009,H,,55,65,65,3,65.0,10,ok
human_seo_shakin_0010,H,,75,65,68,3,68.0,10,ok
human_seo_shakin_0011,H,,55,65,65,3,65.0,10,ok
human_seo_shakin_0012,H,,65,68,65,3,65.0,3,ok
human_seo_shakin_0013,H,,45,58,65,3,58.0,20,ok
human_seo_shakin_0014,H,,75,65,68,3,68.0,10,ok
human_seo_shakin_0015,H,,55,65,65,3,65.0,10,ok
human_seo_shakin_0017,H,,65,65,65,3,65.0,0,ok
human_seo_shakin_0018,H,,65,65,65,3,65.0,0,ok
human_seo_shakin_0019,H,,55,65,65,3,65.0,10,ok
human_seo_shakin_0020,H,,55,65,65,3,65.0,10,ok
human_seo_shakin_ru_0001,H,,68,75,75,3,75.0,7,ok
human_seo_shakin_ru_0002,H,,65,65,65,3,65.0,0,ok
human_seo_shakin_ru_0003,H,,75,65,68,3,68.0,10,ok
human_seo_sosnovskij_0007,H,,68,65,68,3,68.0,3,ok
human_seo_sosnovskij_0011,H,,68,65,68,3,68.0,3,ok
human_seo_sosnovskij_0012,H,,65,65,65,3,65.0,0,ok
human_seo_sosnovskij_0015,H,,65,68,65,3,65.0,3,ok
human_seo_sosnovskij_0016,H,,65,65,65,3,65.0,0,ok
human_seo_sosnovskij_0019,H,,68,65,68,3,68.0,3,ok
human_seo_sosnovskij_0021,H,,65,68,65,3,65.0,3,ok
human_seo_sosnovskij_0022,H,,68,65,68,3,68.0,3,ok
human_seo_sosnovskij_0025,H,,65,68,65,3,65.0,3,ok
human_seo_sosnovskij_0028,H,,65,65,68,3,65.0,3,ok
human_seo_sosnovskij_0029,H,,65,68,65,3,65.0,3,ok
human_seo_sosnovskij_0030,H,,65,65,68,3,65.0,3,ok
human_seo_sosnovskij_0032,H,,65,65,65,3,65.0,0,ok
human_seo_sosnovskij_0033,H,,65,68,65,3,65.0,3,ok
human_seo_sosnovskij_0034,H,,75,68,68,3,68.0,7,ok
human_seo_sosnovskij_0035,H,,65,68,65,3,65.0,3,ok
human_seo_sosnovskij_0036,H,,68,65,68,3,68.0,3,ok
human_seo_sosnovskij_0037,H,,68,75,75,3,75.0,7,ok
human_seo_sosnovskij_0039,H,,65,68,65,3,65.0,3,ok
human_seo_sosnovskij_ru_0001,H,,65,68,65,3,65.0,3,ok
human_seo_sosnovskij_ru_0002,H,,65,68,65,3,65.0,3,ok
human_seo_sosnovskij_ru_0003,H,,75,75,75,3,75.0,0,ok
human_seo_sosnovskij_ru_0004,H,,68,65,68,3,68.0,3,ok
human_seo_sosnovskij_ru_0005,H,,75,65,68,3,68.0,10,ok
human_seo_sosnovskij_ru_0006,H,,65,68,65,3,65.0,3,ok
human_seo_sosnovskij_ru_0007,H,,65,65,65,3,65.0,0,ok
human_seo_sosnovskij_ru_0010,H,,65,65,65,3,65.0,0,ok
human_seo_sosnovskij_ru_0011,H,,68,65,68,3,68.0,3,ok
human_seo_sosnovskij_ru_0012,H,,68,68,65,3,68.0,3,ok
human_seo_sosnovskij_ru_0013,H,,55,68,65,3,65.0,13,ok
human_seo_sosnovskij_ru_0014,H,,75,68,65,3,68.0,10,ok
human_seo_sosnovskij_ru_0015,H,,68,65,68,3,68.0,3,ok
human_seo_sosnovskij_ru_0018,H,,75,68,68,3,68.0,7,ok
human_seo_sosnovskij_ru_0019,H,,75,65,68,3,68.0,10,ok
human_seo_sosnovskij_ru_0021,H,,75,68,65,3,68.0,10,ok
human_seo_sosnovskij_ru_0022,H,,75,68,68,3,68.0,7,ok
human_seo_author_archive_0001,H,,65,68,65,3,65.0,3,ok
human_seo_author_archive_0002,H,,65,68,65,3,65.0,3,ok
human_seo_author_archive_0003,H,,75,68,68,3,68.0,7,ok
human_seo_author_archive_0004,H,,75,72,68,3,72.0,7,ok
human_seo_author_archive_0005,H,,68,65,68,3,68.0,3,ok
human_seo_author_archive_0006,H,,72,65,68,3,68.0,7,ok
human_seo_texterra_ru_0001,H,,68,65,68,3,68.0,3,ok
human_seo_texterra_ru_0002,H,,68,65,68,3,68.0,3,ok
human_seo_texterra_ru_0003,H,,75,75,75,3,75.0,0,ok
human_seo_texterra_ru_0004,H,,65,68,65,3,65.0,3,ok
human_seo_texterra_ru_0005,H,,65,65,65,3,65.0,0,ok
human_seo_texterra_ru_0006,H,,65,68,65,3,65.0,3,ok
human_seo_texterra_ru_0007,H,,65,68,65,3,65.0,3,ok
human_seo_texterra_ru_0008,H,,75,68,68,3,68.0,7,ok
human_seo_texterra_ru_0009,H,,68,65,68,3,68.0,3,ok
human_seo_texterra_ru_0010,H,,68,65,68,3,68.0,3,ok
human_seo_texterra_ru_0011,H,,68,65,68,3,68.0,3,ok
human_seo_texterra_ru_0012,H,,75,65,68,3,68.0,10,ok
human_seo_texterra_ru_0013,H,,85,85,85,3,85.0,0,ok
human_seo_texterra_ru_0014,H,,65,65,68,3,65.0,3,ok
human_seo_texterra_ru_0015,H,,75,75,78,3,75.0,3,ok
human_seo_texterra_ru_0016,H,,85,85,85,3,85.0,0,ok
human_seo_texterra_ru_0017,H,,75,75,78,3,75.0,3,ok
human_seo_texterra_ru_0018,H,,75,68,68,3,68.0,7,ok
nemotron_b001_P1_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b001_P1_r2,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b001_P2_r1,A,nemotron,55,68,65,3,65.0,13,ok
nemotron_b001_P2_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b001_P3_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b001_P3_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b002_P1_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b002_P1_r2,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b002_P2_r1,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b002_P2_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b002_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b002_P3_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b003_P1_r1,A,nemotron,45,58,55,3,55.0,13,ok
nemotron_b003_P1_r2,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b003_P2_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b003_P2_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b003_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b003_P3_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b004_P1_r1,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b004_P1_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b004_P2_r1,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b004_P2_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b004_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b004_P3_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b005_P1_r1,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b005_P1_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b005_P2_r1,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b005_P2_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b005_P3_r1,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b005_P3_r2,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b006_P1_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b006_P1_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b006_P2_r1,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b006_P2_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b006_P3_r1,A,nemotron,75,68,65,3,68.0,10,ok
nemotron_b006_P3_r2,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b007_P1_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b007_P1_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b007_P2_r1,A,nemotron,,68,65,2,66.5,3,partial_two_of_three
nemotron_b007_P2_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b007_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b007_P3_r2,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b008_P1_r1,A,nemotron,75,68,68,3,68.0,7,ok
nemotron_b008_P1_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b008_P2_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b008_P2_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b008_P3_r1,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b008_P3_r2,A,nemotron,68,65,75,3,68.0,10,ok
nemotron_b009_P1_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b009_P1_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b009_P2_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b009_P2_r2,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b009_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b009_P3_r2,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b010_P1_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b010_P1_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b010_P2_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b010_P2_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b010_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b010_P3_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b011_P1_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b011_P1_r2,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b011_P2_r1,A,nemotron,65,65,68,3,65.0,3,ok
nemotron_b011_P2_r2,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b011_P3_r1,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b011_P3_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b012_P1_r1,A,nemotron,55,55,65,3,55.0,10,ok
nemotron_b012_P1_r2,A,nemotron,55,68,65,3,65.0,13,ok
nemotron_b012_P2_r1,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b012_P2_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b012_P3_r1,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b012_P3_r2,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b013_P1_r1,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b013_P1_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b013_P2_r1,A,nemotron,68,68,68,3,68.0,0,ok
nemotron_b013_P2_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b013_P3_r1,A,nemotron,65,68,68,3,68.0,3,ok
nemotron_b013_P3_r2,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b014_P1_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b014_P1_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b014_P2_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b014_P2_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b014_P3_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b014_P3_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b015_P1_r1,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b015_P1_r2,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b015_P2_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b015_P2_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b015_P3_r1,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b015_P3_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b016_P1_r1,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b016_P1_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b016_P2_r1,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b016_P2_r2,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b016_P3_r1,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b016_P3_r2,A,nemotron,68,78,75,3,75.0,10,ok
nemotron_b017_P1_r1,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b017_P1_r2,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b017_P2_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b017_P2_r2,A,nemotron,75,68,68,3,68.0,7,ok
nemotron_b017_P3_r1,A,nemotron,75,68,65,3,68.0,10,ok
nemotron_b017_P3_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b018_P1_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b018_P1_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b018_P2_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b018_P2_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b018_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b018_P3_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b019_P1_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b019_P1_r2,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b019_P2_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b019_P2_r2,A,nemotron,55,68,65,3,65.0,13,ok
nemotron_b019_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b019_P3_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b020_P1_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b020_P1_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b020_P2_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b020_P2_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b020_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b020_P3_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b021_P1_r1,A,nemotron,75,68,68,3,68.0,7,ok
nemotron_b021_P1_r2,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b021_P2_r1,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b021_P2_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b021_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b021_P3_r2,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b022_P1_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b022_P1_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b022_P2_r1,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b022_P2_r2,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b022_P3_r1,A,nemotron,75,68,65,3,68.0,10,ok
nemotron_b022_P3_r2,A,nemotron,75,65,68,3,68.0,10,ok
nemotron_b023_P1_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b023_P1_r2,A,nemotron,65,55,55,3,55.0,10,ok
nemotron_b023_P2_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b023_P2_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b023_P3_r1,A,nemotron,68,78,75,3,75.0,10,ok
nemotron_b023_P3_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b024_P1_r1,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b024_P1_r2,A,nemotron,68,68,68,3,68.0,0,ok
nemotron_b024_P2_r1,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b024_P2_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b024_P3_r1,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b024_P3_r2,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b025_P1_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b025_P1_r2,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b025_P2_r1,A,nemotron,55,68,65,3,65.0,13,ok
nemotron_b025_P2_r2,A,nemotron,58,65,65,3,65.0,7,ok
nemotron_b025_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b025_P3_r2,A,nemotron,68,65,68,3,68.0,3,ok
nemotron_b026_P1_r1,A,nemotron,55,45,45,3,45.0,10,ok
nemotron_b026_P1_r2,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b026_P2_r1,A,nemotron,55,65,65,3,65.0,10,ok
nemotron_b026_P2_r2,A,nemotron,65,65,65,3,65.0,0,ok
nemotron_b026_P3_r1,A,nemotron,65,68,65,3,65.0,3,ok
nemotron_b026_P3_r2,A,nemotron,75,68,65,3,68.0,10,ok
