original_document_id,transformation_id,transformation,meaning_preserving,origin_class,genre,prompt_condition,generation_channel,index_baseline,index_transformed,delta,abs_delta,unstable,features_common,features_format,weight_common,weight_format,dropped_categories,m02_missing,applied_no_change
nemotron_b012_P1_r1,14,удаление типичных клише,0,A,seo,P1,nemotron,53.3213,41.0628,-12.2585,12.2585,1,18,4,0.5700,0.1200,,0,0
nemotron_b015_P3_r2,14,удаление типичных клише,0,A,seo,P3,nemotron,61.7754,57.3068,-4.4686,4.4686,0,18,4,0.5700,0.1200,,0,0
nemotron_b016_P1_r1,14,удаление типичных клише,0,A,analytics,P1,nemotron,52.5362,40.2174,-12.3188,12.3188,1,18,4,0.5700,0.1200,,0,0
nemotron_b022_P3_r2,14,удаление типичных клише,0,A,analytics,P3,nemotron,38.8889,30.1932,-8.6957,8.6957,1,18,4,0.5700,0.1200,,0,0
nemotron_b028_P1_r2,14,удаление типичных клише,0,A,analytics,P1,nemotron,65.2778,45.2295,-20.0483,20.0483,1,18,4,0.5700,0.1200,,0,0
nemotron_b033_P2_r2,14,удаление типичных клише,0,A,commercial,P2,nemotron,60.1449,47.2222,-12.9227,12.9227,1,18,4,0.5700,0.1200,,0,0
nemotron_b038_P1_r2,14,удаление типичных клише,0,A,commercial,P1,nemotron,55.1932,46.6184,-8.5748,8.5748,1,18,4,0.5700,0.1200,,0,0
real_claude_b015_P2_r1,14,удаление типичных клише,0,A,seo,P2,real_claude,58.5145,44.2029,-14.3116,14.3116,1,18,4,0.5700,0.1200,,0,0
real_claude_b018_P3_r2,14,удаление типичных клише,0,A,analytics,P3,real_claude,45.7126,,,,,2,0,0.0500,0.0000,Lexical Richness;Information-theoretic;Dependencies;Semantic;Readability;Structural Markers,1,0
real_claude_b024_P1_r2,14,удаление типичных клише,0,A,analytics,P1,real_claude,53.4420,,,,,2,0,0.0500,0.0000,Lexical Richness;Information-theoretic;Dependencies;Semantic;Readability;Structural Markers,1,0
real_claude_b025_P2_r1,14,удаление типичных клише,0,A,analytics,P2,real_claude,46.2560,21.4976,-24.7584,24.7584,1,18,4,0.5700,0.1200,,0,0
real_claude_b034_P2_r2,14,удаление типичных клише,0,A,commercial,P2,real_claude,72.8865,39.5531,-33.3334,33.3334,1,18,4,0.5700,0.1200,,0,0
real_claude_b040_P3_r2,14,удаление типичных клише,0,A,commercial,P3,real_claude,43.7198,,,,,2,0,0.0500,0.0000,Lexical Richness;Information-theoretic;Dependencies;Semantic;Readability;Structural Markers,1,0
real_claude_b042_P3_r2,14,удаление типичных клише,0,A,commercial,P3,real_claude,29.0459,,,,,2,0,0.0500,0.0000,Lexical Richness;Information-theoretic;Dependencies;Semantic;Readability;Structural Markers,1,0
real_claude_b045_P3_r1,14,удаление типичных клише,0,A,commercial,P3,real_claude,53.5024,,,,,2,0,0.0500,0.0000,Lexical Richness;Information-theoretic;Dependencies;Semantic;Readability;Structural Markers,1,0
deepseek_pro_b002_P3_r1,15,подмена символов и гомоглифы,1,A,seo,P3,deepseek_pro,39.0097,39.0097,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b004_P2_r1,15,подмена символов и гомоглифы,1,A,seo,P2,deepseek_pro,63.7681,52.8986,-10.8695,10.8695,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b007_P3_r2,15,подмена символов и гомоглифы,1,A,seo,P3,deepseek_pro,47.5845,36.7150,-10.8695,10.8695,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P1_r1,15,подмена символов и гомоглифы,1,A,seo,P1,deepseek_pro,49.1546,46.4976,-2.6570,2.6570,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P2_r2,15,подмена символов и гомоглифы,1,A,seo,P2,deepseek_pro,53.0797,43.8406,-9.2391,9.2391,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b021_P2_r2,15,подмена символов и гомоглифы,1,A,analytics,P2,deepseek_pro,59.8430,48.9734,-10.8696,10.8696,1,18,4,0.5700,0.1200,,0,1
deepseek_pro_b037_P2_r2,15,подмена символов и гомоглифы,1,A,commercial,P2,deepseek_pro,61.2923,52.5966,-8.6957,8.6957,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b038_P1_r2,15,подмена символов и гомоглифы,1,A,commercial,P1,deepseek_pro,43.0556,38.7077,-4.3479,4.3479,0,18,4,0.5700,0.1200,,0,0
gpt_b004_P1_r1,15,подмена символов и гомоглифы,1,A,seo,P1,gpt,41.5459,41.5459,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
gpt_b004_P3_r1,15,подмена символов и гомоглифы,1,A,seo,P3,gpt,35.0242,35.0242,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
gpt_b021_P3_r2,15,подмена символов и гомоглифы,1,A,analytics,P3,gpt,52.4155,52.4155,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
gpt_b026_P1_r1,15,подмена символов и гомоглифы,1,A,analytics,P1,gpt,61.1715,58.9976,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
gpt_b028_P2_r1,15,подмена символов и гомоглифы,1,A,analytics,P2,gpt,43.7802,37.2585,-6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0
gpt_b031_P1_r1,15,подмена символов и гомоглифы,1,A,commercial,P1,gpt,29.7705,31.9444,2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
gpt_b040_P2_r1,15,подмена символов и гомоглифы,1,A,commercial,P2,gpt,60.1449,53.6232,-6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0001,15,подмена символов и гомоглифы,1,H,translation,,,45.2899,43.5990,-1.6909,1.6909,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0002,15,подмена символов и гомоглифы,1,H,translation,,,46.7391,46.7391,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0003,15,подмена символов и гомоглифы,1,H,translation,,,51.2681,51.2681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0055,15,подмена символов и гомоглифы,1,H,translation,,,40.5797,38.8889,-1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0068,15,подмена символов и гомоглифы,1,H,translation,,,17.3913,20.2899,2.8986,2.8986,0,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0073,15,подмена символов и гомоглифы,1,H,translation,,,54.8309,57.4879,2.6570,2.6570,0,17,4,0.5700,0.1200,,1,0
human_news_buriy_2014_0027,15,подмена символов и гомоглифы,1,H,news,,,29.3478,29.3478,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_news_buriy_2014_0034,15,подмена символов и гомоглифы,1,H,news,,,47.2222,45.7729,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0
human_news_gazeta_0031,15,подмена символов и гомоглифы,1,H,news,,,36.3527,36.3527,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0
human_news_gazeta_0040,15,подмена символов и гомоглифы,1,H,news,,,29.1063,28.0193,-1.0870,1.0870,0,17,4,0.5700,0.1200,,1,0
human_news_lenta_0001,15,подмена символов и гомоглифы,1,H,news,,,49.2150,49.2150,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0
human_news_lenta_0016,15,подмена символов и гомоглифы,1,H,news,,,61.2319,61.2319,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0
human_prose_taiga_arzamas_0050,15,подмена символов и гомоглифы,1,H,prose,,,26.2077,21.8599,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_arzamas_0051,15,подмена символов и гомоглифы,1,H,prose,,,39.0097,39.0097,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_magazines_0048,15,подмена символов и гомоглифы,1,H,prose,,,55.1329,53.6836,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_magazines_0053,15,подмена символов и гомоглифы,1,H,prose,,,17.2101,18.6594,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_proza_0034,15,подмена символов и гомоглифы,1,H,prose,,,34.0580,32.6087,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_proza_0056,15,подмена символов и гомоглифы,1,H,prose,,,37.0169,32.6691,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0026,15,подмена символов и гомоглифы,1,H,science,,,35.0845,35.0845,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0031,15,подмена символов и гомоглифы,1,H,science,,,41.1836,36.8357,-4.3479,4.3479,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0032,15,подмена символов и гомоглифы,1,H,science,,,37.5604,37.5604,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0053,15,подмена символов и гомоглифы,1,H,science,,,46.7995,38.1039,-8.6956,8.6956,1,18,4,0.5700,0.1200,,0,0
human_science_spbgu_0024,15,подмена символов и гомоглифы,1,H,science,,,51.9324,53.6232,1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0
human_science_urfu_0028,15,подмена символов и гомоглифы,1,H,science,,,41.7874,37.4396,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_seo_alaev_0004,15,подмена символов и гомоглифы,1,H,seo,,,37.8623,41.4855,3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0
human_seo_convertmonster_0001,15,подмена символов и гомоглифы,1,H,seo,,,28.3816,28.3816,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_seo_devaka_ru_0004,15,подмена символов и гомоглифы,1,H,seo,,,36.9565,32.6087,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_seo_drmax_0002,15,подмена символов и гомоглифы,1,H,seo,,,38.1039,38.1039,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_seo_drmax_su_0001,15,подмена символов и гомоглифы,1,H,seo,,,29.7101,27.5362,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
human_seo_labrika_0002,15,подмена символов и гомоглифы,1,H,seo,,,26.1473,26.1473,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
nemotron_b012_P1_r1,15,подмена символов и гомоглифы,1,A,seo,P1,nemotron,53.3213,40.2778,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,0
nemotron_b015_P3_r2,15,подмена символов и гомоглифы,1,A,seo,P3,nemotron,61.7754,56.7029,-5.0725,5.0725,1,18,4,0.5700,0.1200,,0,0
nemotron_b016_P1_r1,15,подмена символов и гомоглифы,1,A,analytics,P1,nemotron,52.5362,48.1884,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
nemotron_b022_P3_r2,15,подмена символов и гомоглифы,1,A,analytics,P3,nemotron,38.8889,36.7150,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
nemotron_b028_P1_r2,15,подмена символов и гомоглифы,1,A,analytics,P1,nemotron,65.2778,52.2343,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,0
nemotron_b033_P2_r2,15,подмена символов и гомоглифы,1,A,commercial,P2,nemotron,60.1449,47.1014,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,1
nemotron_b038_P1_r2,15,подмена символов и гомоглифы,1,A,commercial,P1,nemotron,55.1932,42.1498,-13.0434,13.0434,1,18,4,0.5700,0.1200,,0,0
real_claude_b015_P2_r1,15,подмена символов и гомоглифы,1,A,seo,P2,real_claude,58.5145,45.4710,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,0
real_claude_b018_P3_r2,15,подмена символов и гомоглифы,1,A,analytics,P3,real_claude,45.7126,41.3647,-4.3479,4.3479,0,18,4,0.5700,0.1200,,0,0
real_claude_b024_P1_r2,15,подмена символов и гомоглифы,1,A,analytics,P1,real_claude,53.4420,46.9203,-6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0
real_claude_b025_P2_r1,15,подмена символов и гомоглифы,1,A,analytics,P2,real_claude,46.2560,33.2126,-13.0434,13.0434,1,18,4,0.5700,0.1200,,0,0
real_claude_b034_P2_r2,15,подмена символов и гомоглифы,1,A,commercial,P2,real_claude,72.8865,64.1908,-8.6957,8.6957,1,18,4,0.5700,0.1200,,0,0
real_claude_b040_P3_r2,15,подмена символов и гомоглифы,1,A,commercial,P3,real_claude,43.7198,41.5459,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
real_claude_b042_P3_r2,15,подмена символов и гомоглифы,1,A,commercial,P3,real_claude,29.0459,24.6981,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
real_claude_b045_P3_r1,15,подмена символов и гомоглифы,1,A,commercial,P3,real_claude,53.5024,49.1546,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b002_P3_r1,16,перенос между форматами,1,A,seo,P3,deepseek_pro,39.0097,39.0097,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
deepseek_pro_b004_P2_r1,16,перенос между форматами,1,A,seo,P2,deepseek_pro,63.7681,56.8841,-6.8840,6.8840,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b007_P3_r2,16,перенос между форматами,1,A,seo,P3,deepseek_pro,47.5845,42.5121,-5.0724,5.0724,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P1_r1,16,перенос между форматами,1,A,seo,P1,deepseek_pro,49.1546,44.8068,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1
deepseek_pro_b009_P2_r2,16,перенос между форматами,1,A,seo,P2,deepseek_pro,53.0797,51.2077,-1.8720,1.8720,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b021_P2_r2,16,перенос между форматами,1,A,analytics,P2,deepseek_pro,59.8430,48.9734,-10.8696,10.8696,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b037_P2_r2,16,перенос между форматами,1,A,commercial,P2,deepseek_pro,61.2923,64.0700,2.7777,2.7777,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b038_P1_r2,16,перенос между форматами,1,A,commercial,P1,deepseek_pro,43.0556,40.1570,-2.8986,2.8986,0,18,4,0.5700,0.1200,,0,0
gpt_b004_P1_r1,16,перенос между форматами,1,A,seo,P1,gpt,41.5459,41.5459,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
gpt_b004_P3_r1,16,перенос между форматами,1,A,seo,P3,gpt,35.0242,35.0242,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
gpt_b021_P3_r2,16,перенос между форматами,1,A,analytics,P3,gpt,52.4155,52.4155,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
gpt_b026_P1_r1,16,перенос между форматами,1,A,analytics,P1,gpt,61.1715,58.9976,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,1
gpt_b028_P2_r1,16,перенос между форматами,1,A,analytics,P2,gpt,43.7802,37.0773,-6.7029,6.7029,1,18,4,0.5700,0.1200,,0,0
gpt_b031_P1_r1,16,перенос между форматами,1,A,commercial,P1,gpt,29.7705,27.5966,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,1
gpt_b040_P2_r1,16,перенос между форматами,1,A,commercial,P2,gpt,60.1449,49.0338,-11.1111,11.1111,1,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0001,16,перенос между форматами,1,H,translation,,,45.2899,43.5990,-1.6909,1.6909,0,18,4,0.5700,0.1200,,0,1
human_hard_rusltc_0002,16,перенос между форматами,1,H,translation,,,46.7391,46.7391,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_hard_rusltc_0003,16,перенос между форматами,1,H,translation,,,51.2681,51.2681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_hard_rusltc_0055,16,перенос между форматами,1,H,translation,,,40.5797,40.5797,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_hard_rusltc_0068,16,перенос между форматами,1,H,translation,,,17.3913,17.3913,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1
human_hard_rusltc_0073,16,перенос между форматами,1,H,translation,,,54.8309,54.8309,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1
human_news_buriy_2014_0027,16,перенос между форматами,1,H,news,,,29.3478,29.3478,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_news_buriy_2014_0034,16,перенос между форматами,1,H,news,,,47.2222,47.2222,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_news_gazeta_0031,16,перенос между форматами,1,H,news,,,36.3527,36.3527,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1
human_news_gazeta_0040,16,перенос между форматами,1,H,news,,,29.1063,28.0193,-1.0870,1.0870,0,17,4,0.5700,0.1200,,1,1
human_news_lenta_0001,16,перенос между форматами,1,H,news,,,49.2150,49.2150,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1
human_news_lenta_0016,16,перенос между форматами,1,H,news,,,61.2319,61.2319,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1
human_prose_taiga_arzamas_0050,16,перенос между форматами,1,H,prose,,,26.2077,26.2077,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_prose_taiga_arzamas_0051,16,перенос между форматами,1,H,prose,,,39.0097,39.0097,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_prose_taiga_magazines_0048,16,перенос между форматами,1,H,prose,,,55.1329,56.5821,1.4492,1.4492,0,18,4,0.5700,0.1200,,0,1
human_prose_taiga_magazines_0053,16,перенос между форматами,1,H,prose,,,17.2101,17.2101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_proza_0034,16,перенос между форматами,1,H,prose,,,34.0580,34.0580,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_prose_taiga_proza_0056,16,перенос между форматами,1,H,prose,,,37.0169,24.2150,-12.8019,12.8019,1,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0026,16,перенос между форматами,1,H,science,,,35.0845,35.0845,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_science_cyberleninka_0031,16,перенос между форматами,1,H,science,,,41.1836,36.8357,-4.3479,4.3479,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0032,16,перенос между форматами,1,H,science,,,37.5604,33.9372,-3.6232,3.6232,0,18,4,0.5700,0.1200,,0,1
human_science_cyberleninka_0053,16,перенос между форматами,1,H,science,,,46.7995,36.8961,-9.9034,9.9034,1,18,4,0.5700,0.1200,,0,0
human_science_spbgu_0024,16,перенос между форматами,1,H,science,,,51.9324,51.9324,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_science_urfu_0028,16,перенос между форматами,1,H,science,,,41.7874,37.4396,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_seo_alaev_0004,16,перенос между форматами,1,H,seo,,,37.8623,37.1377,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0
human_seo_convertmonster_0001,16,перенос между форматами,1,H,seo,,,28.3816,28.3816,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_seo_devaka_ru_0004,16,перенос между форматами,1,H,seo,,,36.9565,36.9565,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_seo_drmax_0002,16,перенос между форматами,1,H,seo,,,38.1039,38.1039,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_seo_drmax_su_0001,16,перенос между форматами,1,H,seo,,,29.7101,32.1256,2.4155,2.4155,0,18,4,0.5700,0.1200,,0,0
human_seo_labrika_0002,16,перенос между форматами,1,H,seo,,,26.1473,30.4952,4.3479,4.3479,0,18,4,0.5700,0.1200,,0,0
nemotron_b012_P1_r1,16,перенос между форматами,1,A,seo,P1,nemotron,53.3213,58.8768,5.5555,5.5555,1,18,4,0.5700,0.1200,,0,0
nemotron_b015_P3_r2,16,перенос между форматами,1,A,seo,P3,nemotron,61.7754,51.6304,-10.1450,10.1450,1,18,4,0.5700,0.1200,,0,0
nemotron_b016_P1_r1,16,перенос между форматами,1,A,analytics,P1,nemotron,52.5362,63.8889,11.3527,11.3527,1,18,4,0.5700,0.1200,,0,0
nemotron_b022_P3_r2,16,перенос между форматами,1,A,analytics,P3,nemotron,38.8889,34.5411,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
nemotron_b028_P1_r2,16,перенос между форматами,1,A,analytics,P1,nemotron,65.2778,57.0652,-8.2126,8.2126,1,18,4,0.5700,0.1200,,0,0
nemotron_b033_P2_r2,16,перенос между форматами,1,A,commercial,P2,nemotron,60.1449,52.6570,-7.4879,7.4879,1,18,4,0.5700,0.1200,,0,0
nemotron_b038_P1_r2,16,перенос между форматами,1,A,commercial,P1,nemotron,55.1932,42.8744,-12.3188,12.3188,1,18,4,0.5700,0.1200,,0,0
real_claude_b015_P2_r1,16,перенос между форматами,1,A,seo,P2,real_claude,58.5145,59.8430,1.3285,1.3285,0,18,4,0.5700,0.1200,,0,0
real_claude_b018_P3_r2,16,перенос между форматами,1,A,analytics,P3,real_claude,45.7126,41.3647,-4.3479,4.3479,0,18,4,0.5700,0.1200,,0,1
real_claude_b024_P1_r2,16,перенос между форматами,1,A,analytics,P1,real_claude,53.4420,52.7778,-0.6642,0.6642,0,18,4,0.5700,0.1200,,0,0
real_claude_b025_P2_r1,16,перенос между форматами,1,A,analytics,P2,real_claude,46.2560,47.2222,0.9662,0.9662,0,18,4,0.5700,0.1200,,0,0
real_claude_b034_P2_r2,16,перенос между форматами,1,A,commercial,P2,real_claude,72.8865,56.8237,-16.0628,16.0628,1,18,4,0.5700,0.1200,,0,0
real_claude_b040_P3_r2,16,перенос между форматами,1,A,commercial,P3,real_claude,43.7198,37.1981,-6.5217,6.5217,1,18,4,0.5700,0.1200,,0,1
real_claude_b042_P3_r2,16,перенос между форматами,1,A,commercial,P3,real_claude,29.0459,24.6981,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1
real_claude_b045_P3_r1,16,перенос между форматами,1,A,commercial,P3,real_claude,53.5024,49.1546,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1
