document_id,origin_class,generation_channel,nll,scored_tokens,n_windows,expected_tokens
human_seo_shakin_0005,H,,2.424922,1420,2,1420
human_seo_shakin_0007,H,,2.709399,1539,3,1539
human_seo_shakin_0008,H,,2.776132,1113,2,1113
human_seo_shakin_0009,H,,2.935079,1374,2,1374
human_seo_shakin_0010,H,,3.031690,1474,2,1474
human_seo_shakin_0011,H,,2.591085,1310,2,1310
human_seo_shakin_0012,H,,2.594515,1154,2,1154
human_seo_shakin_0013,H,,3.109933,1402,2,1402
human_seo_shakin_0014,H,,3.091264,2012,3,2012
human_seo_shakin_0015,H,,2.891676,1542,3,1542
human_seo_shakin_0017,H,,2.910101,2577,5,2577
human_seo_shakin_0018,H,,2.850337,2143,4,2143
human_seo_shakin_0019,H,,2.933023,1237,2,1237
human_seo_shakin_0020,H,,2.842024,1393,2,1393
human_seo_shakin_ru_0001,H,,2.421859,2737,5,2737
human_seo_shakin_ru_0002,H,,2.640459,270,1,270
human_seo_shakin_ru_0003,H,,2.668224,2534,4,2534
human_seo_sosnovskij_0007,H,,2.799067,1189,2,1189
human_seo_sosnovskij_0011,H,,2.850574,1581,3,1581
human_seo_sosnovskij_0012,H,,2.963134,2530,4,2530
human_seo_sosnovskij_0015,H,,3.194860,1145,2,1145
human_seo_sosnovskij_0016,H,,2.967073,2097,4,2097
human_seo_sosnovskij_0019,H,,2.939183,1872,3,1872
human_seo_sosnovskij_0021,H,,3.070370,1154,2,1154
human_seo_sosnovskij_0022,H,,2.874293,1534,2,1534
human_seo_sosnovskij_0025,H,,3.015341,2294,4,2294
human_seo_sosnovskij_0028,H,,3.019470,2477,4,2477
human_seo_sosnovskij_0029,H,,2.968343,2833,5,2833
human_seo_sosnovskij_0030,H,,2.983259,2042,3,2042
human_seo_sosnovskij_0032,H,,2.995325,2022,3,2022
human_seo_sosnovskij_0033,H,,3.116970,1367,2,1367
human_seo_sosnovskij_0034,H,,3.045917,1576,3,1576
human_seo_sosnovskij_0035,H,,3.042916,1372,2,1372
human_seo_sosnovskij_0036,H,,2.849605,1462,2,1462
human_seo_sosnovskij_0037,H,,2.944462,1598,3,1598
human_seo_sosnovskij_0039,H,,2.798573,1637,3,1637
human_seo_sosnovskij_ru_0001,H,,2.945039,1054,2,1054
human_seo_sosnovskij_ru_0002,H,,2.962180,2668,5,2668
human_seo_sosnovskij_ru_0003,H,,3.028625,794,1,794
human_seo_sosnovskij_ru_0004,H,,3.039120,2299,4,2299
human_seo_sosnovskij_ru_0005,H,,2.635701,2481,4,2481
human_seo_sosnovskij_ru_0006,H,,2.977640,4061,7,4061
human_seo_sosnovskij_ru_0007,H,,2.930650,1170,2,1170
human_seo_sosnovskij_ru_0010,H,,2.997156,2250,4,2250
human_seo_sosnovskij_ru_0011,H,,2.812903,1063,2,1063
human_seo_sosnovskij_ru_0012,H,,3.122484,1508,2,1508
human_seo_sosnovskij_ru_0013,H,,3.094231,1536,3,1536
human_seo_sosnovskij_ru_0014,H,,3.405951,2027,3,2027
human_seo_sosnovskij_ru_0015,H,,2.974129,1378,2,1378
human_seo_sosnovskij_ru_0018,H,,2.990931,1501,2,1501
human_seo_sosnovskij_ru_0019,H,,2.860019,2228,4,2228
human_seo_sosnovskij_ru_0021,H,,3.302266,1993,3,1993
human_seo_sosnovskij_ru_0022,H,,3.320460,1645,3,1645
human_seo_author_archive_0001,H,,2.958506,1977,3,1977
human_seo_author_archive_0002,H,,2.782116,4203,8,4203
human_seo_author_archive_0003,H,,3.092566,1088,2,1088
human_seo_author_archive_0004,H,,2.231048,4731,9,4731
human_seo_author_archive_0005,H,,3.173007,1618,3,1618
human_seo_author_archive_0006,H,,3.354241,6553,12,6553
human_seo_texterra_ru_0001,H,,2.543951,1271,2,1271
human_seo_texterra_ru_0002,H,,2.685456,1398,2,1398
human_seo_texterra_ru_0003,H,,2.689016,968,1,968
human_seo_texterra_ru_0004,H,,2.564045,1542,3,1542
human_seo_texterra_ru_0005,H,,2.135758,4121,8,4121
human_seo_texterra_ru_0006,H,,2.608854,2505,4,2505
human_seo_texterra_ru_0007,H,,2.386347,2021,3,2021
human_seo_texterra_ru_0008,H,,2.829093,3699,7,3699
human_seo_texterra_ru_0009,H,,2.916868,1703,3,1703
human_seo_texterra_ru_0010,H,,2.424995,1510,2,1510
human_seo_texterra_ru_0011,H,,2.474297,1961,3,1961
human_seo_texterra_ru_0012,H,,2.646838,1436,2,1436
human_seo_texterra_ru_0013,H,,1.541781,1638,3,1638
human_seo_texterra_ru_0014,H,,1.717836,2816,5,2816
human_seo_texterra_ru_0015,H,,1.805051,6002,11,6002
human_seo_texterra_ru_0016,H,,1.665441,1687,3,1687
human_seo_texterra_ru_0017,H,,1.645949,1894,3,1894
human_seo_texterra_ru_0018,H,,2.634724,1183,2,1183
nemotron_b001_P1_r1,A,nemotron,2.917454,2325,4,2325
nemotron_b001_P1_r2,A,nemotron,3.055037,2751,5,2751
nemotron_b001_P2_r1,A,nemotron,3.174544,1053,2,1053
nemotron_b001_P2_r2,A,nemotron,3.133622,1090,2,1090
nemotron_b001_P3_r1,A,nemotron,3.010295,3029,5,3029
nemotron_b001_P3_r2,A,nemotron,2.952701,2868,5,2868
nemotron_b002_P1_r1,A,nemotron,3.065108,1532,2,1532
nemotron_b002_P1_r2,A,nemotron,3.061661,1511,2,1511
nemotron_b002_P2_r1,A,nemotron,3.079023,1025,2,1025
nemotron_b002_P2_r2,A,nemotron,3.232191,949,1,949
nemotron_b002_P3_r1,A,nemotron,3.227065,1992,3,1992
nemotron_b002_P3_r2,A,nemotron,3.168547,3443,6,3443
nemotron_b003_P1_r1,A,nemotron,3.452315,980,1,980
nemotron_b003_P1_r2,A,nemotron,3.399183,929,1,929
nemotron_b003_P2_r1,A,nemotron,3.534321,913,1,913
nemotron_b003_P2_r2,A,nemotron,3.502009,1073,2,1073
nemotron_b003_P3_r1,A,nemotron,3.401189,1196,2,1196
nemotron_b003_P3_r2,A,nemotron,3.533283,1657,3,1657
nemotron_b004_P1_r1,A,nemotron,2.967981,1636,3,1636
nemotron_b004_P1_r2,A,nemotron,2.887049,2411,4,2411
nemotron_b004_P2_r1,A,nemotron,2.900346,1602,3,1602
nemotron_b004_P2_r2,A,nemotron,3.220378,1279,2,1279
nemotron_b004_P3_r1,A,nemotron,2.997757,3249,6,3249
nemotron_b004_P3_r2,A,nemotron,3.041851,3307,6,3307
nemotron_b005_P1_r1,A,nemotron,3.422011,2417,4,2417
nemotron_b005_P1_r2,A,nemotron,3.574803,3820,7,3820
nemotron_b005_P2_r1,A,nemotron,3.608081,996,1,996
nemotron_b005_P2_r2,A,nemotron,3.625433,951,1,951
nemotron_b005_P3_r1,A,nemotron,3.666407,4311,8,4311
nemotron_b005_P3_r2,A,nemotron,3.737978,2529,4,2529
nemotron_b006_P1_r1,A,nemotron,3.335934,1548,3,1548
nemotron_b006_P1_r2,A,nemotron,3.405746,1713,3,1713
nemotron_b006_P2_r1,A,nemotron,3.074952,741,1,741
nemotron_b006_P2_r2,A,nemotron,3.265877,1423,2,1423
nemotron_b006_P3_r1,A,nemotron,3.219613,1832,3,1832
nemotron_b006_P3_r2,A,nemotron,3.176657,2484,4,2484
nemotron_b007_P1_r1,A,nemotron,3.251644,944,1,944
nemotron_b007_P1_r2,A,nemotron,3.270495,1056,2,1056
nemotron_b007_P2_r1,A,nemotron,3.292314,796,1,796
nemotron_b007_P2_r2,A,nemotron,3.236337,928,1,928
nemotron_b007_P3_r1,A,nemotron,3.453328,1319,2,1319
nemotron_b007_P3_r2,A,nemotron,3.388053,1278,2,1278
nemotron_b008_P1_r1,A,nemotron,3.308466,1778,3,1778
nemotron_b008_P1_r2,A,nemotron,3.100990,1919,3,1919
nemotron_b008_P2_r1,A,nemotron,3.318990,1895,3,1895
nemotron_b008_P2_r2,A,nemotron,3.192995,1728,3,1728
nemotron_b008_P3_r1,A,nemotron,3.065806,1613,3,1613
nemotron_b008_P3_r2,A,nemotron,3.351467,2112,4,2112
nemotron_b009_P1_r1,A,nemotron,3.388936,1690,3,1690
nemotron_b009_P1_r2,A,nemotron,3.228439,1574,3,1574
nemotron_b009_P2_r1,A,nemotron,3.185968,928,1,928
nemotron_b009_P2_r2,A,nemotron,3.373293,1006,1,1006
nemotron_b009_P3_r1,A,nemotron,3.304689,2923,5,2923
nemotron_b009_P3_r2,A,nemotron,2.982066,2272,4,2272
nemotron_b010_P1_r1,A,nemotron,3.198620,2672,5,2672
nemotron_b010_P1_r2,A,nemotron,3.038638,2939,5,2939
nemotron_b010_P2_r1,A,nemotron,3.325289,1313,2,1313
nemotron_b010_P2_r2,A,nemotron,3.318595,967,1,967
nemotron_b010_P3_r1,A,nemotron,3.325843,2997,5,2997
nemotron_b010_P3_r2,A,nemotron,3.493287,1645,3,1645
nemotron_b011_P1_r1,A,nemotron,3.310596,1100,2,1100
nemotron_b011_P1_r2,A,nemotron,3.388717,834,1,834
nemotron_b011_P2_r1,A,nemotron,3.339665,1052,2,1052
nemotron_b011_P2_r2,A,nemotron,3.309960,726,1,726
nemotron_b011_P3_r1,A,nemotron,3.513647,888,1,888
nemotron_b011_P3_r2,A,nemotron,3.429800,1428,2,1428
nemotron_b012_P1_r1,A,nemotron,3.423155,1081,2,1081
nemotron_b012_P1_r2,A,nemotron,3.544495,1247,2,1247
nemotron_b012_P2_r1,A,nemotron,3.553290,1423,2,1423
nemotron_b012_P2_r2,A,nemotron,3.508065,1077,2,1077
nemotron_b012_P3_r1,A,nemotron,3.466681,816,1,816
nemotron_b012_P3_r2,A,nemotron,3.478044,2496,4,2496
nemotron_b013_P1_r1,A,nemotron,3.672179,1751,3,1751
nemotron_b013_P1_r2,A,nemotron,3.473181,1054,2,1054
nemotron_b013_P2_r1,A,nemotron,3.398686,1227,2,1227
nemotron_b013_P2_r2,A,nemotron,3.439362,1107,2,1107
nemotron_b013_P3_r1,A,nemotron,3.429210,2868,5,2868
nemotron_b013_P3_r2,A,nemotron,3.457409,2172,4,2172
nemotron_b014_P1_r1,A,nemotron,3.282657,2109,4,2109
nemotron_b014_P1_r2,A,nemotron,3.163227,1558,3,1558
nemotron_b014_P2_r1,A,nemotron,3.230911,1298,2,1298
nemotron_b014_P2_r2,A,nemotron,3.248531,1285,2,1285
nemotron_b014_P3_r1,A,nemotron,3.510598,4165,8,4165
nemotron_b014_P3_r2,A,nemotron,3.514704,3071,5,3071
nemotron_b015_P1_r1,A,nemotron,3.062777,1722,3,1722
nemotron_b015_P1_r2,A,nemotron,3.028537,2372,4,2372
nemotron_b015_P2_r1,A,nemotron,3.284027,952,1,952
nemotron_b015_P2_r2,A,nemotron,3.195612,931,1,931
nemotron_b015_P3_r1,A,nemotron,3.100530,2486,4,2486
nemotron_b015_P3_r2,A,nemotron,3.022644,3940,7,3940
nemotron_b016_P1_r1,A,nemotron,3.486115,1401,2,1401
nemotron_b016_P1_r2,A,nemotron,3.298402,1289,2,1289
nemotron_b016_P2_r1,A,nemotron,3.252318,972,1,972
nemotron_b016_P2_r2,A,nemotron,3.262980,988,1,988
nemotron_b016_P3_r1,A,nemotron,3.337928,1306,2,1306
nemotron_b016_P3_r2,A,nemotron,3.453832,1757,3,1757
nemotron_b017_P1_r1,A,nemotron,3.536194,2869,5,2869
nemotron_b017_P1_r2,A,nemotron,3.454478,3612,7,3612
nemotron_b017_P2_r1,A,nemotron,3.435805,722,1,722
nemotron_b017_P2_r2,A,nemotron,3.339619,1150,2,1150
nemotron_b017_P3_r1,A,nemotron,3.506536,2907,5,2907
nemotron_b017_P3_r2,A,nemotron,3.541391,2634,5,2634
nemotron_b018_P1_r1,A,nemotron,3.340382,3202,6,3202
nemotron_b018_P1_r2,A,nemotron,3.432080,2841,5,2841
nemotron_b018_P2_r1,A,nemotron,3.373886,828,1,828
nemotron_b018_P2_r2,A,nemotron,3.397697,2225,4,2225
nemotron_b018_P3_r1,A,nemotron,3.629114,2202,4,2202
nemotron_b018_P3_r2,A,nemotron,3.496797,3063,5,3063
nemotron_b019_P1_r1,A,nemotron,3.430145,2042,3,2042
nemotron_b019_P1_r2,A,nemotron,3.423355,3247,6,3247
nemotron_b019_P2_r1,A,nemotron,3.281967,813,1,813
nemotron_b019_P2_r2,A,nemotron,3.385137,923,1,923
nemotron_b019_P3_r1,A,nemotron,3.709606,2563,5,2563
nemotron_b019_P3_r2,A,nemotron,3.733298,2118,4,2118
nemotron_b020_P1_r1,A,nemotron,3.215074,1851,3,1851
nemotron_b020_P1_r2,A,nemotron,3.251612,1494,2,1494
nemotron_b020_P2_r1,A,nemotron,3.306061,826,1,826
nemotron_b020_P2_r2,A,nemotron,3.428359,1095,2,1095
nemotron_b020_P3_r1,A,nemotron,3.440006,2928,5,2928
nemotron_b020_P3_r2,A,nemotron,3.457270,3036,5,3036
nemotron_b021_P1_r1,A,nemotron,3.276887,1715,3,1715
nemotron_b021_P1_r2,A,nemotron,3.323671,1784,3,1784
nemotron_b021_P2_r1,A,nemotron,3.486649,894,1,894
nemotron_b021_P2_r2,A,nemotron,3.474500,1449,2,1449
nemotron_b021_P3_r1,A,nemotron,3.342320,2495,4,2495
nemotron_b021_P3_r2,A,nemotron,3.265829,1894,3,1894
nemotron_b022_P1_r1,A,nemotron,3.227414,1953,3,1953
nemotron_b022_P1_r2,A,nemotron,3.149502,1164,2,1164
nemotron_b022_P2_r1,A,nemotron,3.262743,1046,2,1046
nemotron_b022_P2_r2,A,nemotron,3.299110,893,1,893
nemotron_b022_P3_r1,A,nemotron,3.296480,2364,4,2364
nemotron_b022_P3_r2,A,nemotron,3.302259,2492,4,2492
nemotron_b023_P1_r1,A,nemotron,3.393075,1626,3,1626
nemotron_b023_P1_r2,A,nemotron,3.477778,781,1,781
nemotron_b023_P2_r1,A,nemotron,3.500233,967,1,967
nemotron_b023_P2_r2,A,nemotron,3.694930,1150,2,1150
nemotron_b023_P3_r1,A,nemotron,3.545618,2292,4,2292
nemotron_b023_P3_r2,A,nemotron,3.455618,2312,4,2312
nemotron_b024_P1_r1,A,nemotron,3.573228,926,1,926
nemotron_b024_P1_r2,A,nemotron,3.248946,913,1,913
nemotron_b024_P2_r1,A,nemotron,3.464566,338,1,338
nemotron_b024_P2_r2,A,nemotron,3.281214,1216,2,1216
nemotron_b024_P3_r1,A,nemotron,3.516920,3468,6,3468
nemotron_b024_P3_r2,A,nemotron,3.545516,485,1,485
nemotron_b025_P1_r1,A,nemotron,3.475638,1814,3,1814
nemotron_b025_P1_r2,A,nemotron,3.550135,1461,2,1461
nemotron_b025_P2_r1,A,nemotron,3.411964,1339,2,1339
nemotron_b025_P2_r2,A,nemotron,3.430201,1477,2,1477
nemotron_b025_P3_r1,A,nemotron,3.448728,2779,5,2779
nemotron_b025_P3_r2,A,nemotron,3.374626,2414,4,2414
nemotron_b026_P1_r1,A,nemotron,3.325036,1032,2,1032
nemotron_b026_P1_r2,A,nemotron,3.372676,1755,3,1755
nemotron_b026_P2_r1,A,nemotron,3.342304,909,1,909
nemotron_b026_P2_r2,A,nemotron,3.473368,729,1,729
nemotron_b026_P3_r1,A,nemotron,3.602788,1474,2,1474
nemotron_b026_P3_r2,A,nemotron,3.544129,2766,5,2766
nemotron_b027_P1_r1,A,nemotron,3.587876,1461,2,1461
nemotron_b027_P1_r2,A,nemotron,3.555512,1122,2,1122
nemotron_b027_P2_r1,A,nemotron,3.373283,931,1,931
nemotron_b027_P2_r2,A,nemotron,3.198496,1000,1,1000
nemotron_b027_P3_r1,A,nemotron,3.386797,2987,5,2987
nemotron_b027_P3_r2,A,nemotron,3.376258,2575,5,2575
nemotron_b028_P1_r1,A,nemotron,3.438424,1668,3,1668
nemotron_b028_P1_r2,A,nemotron,3.295929,1958,3,1958
nemotron_b028_P2_r1,A,nemotron,3.515682,951,1,951
nemotron_b028_P2_r2,A,nemotron,3.600357,963,1,963
nemotron_b028_P3_r1,A,nemotron,3.506697,2054,4,2054
nemotron_b029_P1_r1,A,nemotron,3.380396,3078,6,3078
nemotron_b029_P1_r2,A,nemotron,3.266398,2588,5,2588
nemotron_b029_P2_r1,A,nemotron,3.413727,1126,2,1126
nemotron_b029_P2_r2,A,nemotron,3.459257,1585,3,1585
nemotron_b029_P3_r1,A,nemotron,3.343509,1598,3,1598
nemotron_b029_P3_r2,A,nemotron,3.316252,2626,5,2626
nemotron_b030_P1_r1,A,nemotron,3.421377,1934,3,1934
nemotron_b030_P1_r2,A,nemotron,3.285209,2491,4,2491
nemotron_b030_P2_r1,A,nemotron,3.510403,894,1,894
nemotron_b030_P2_r2,A,nemotron,3.481424,849,1,849
nemotron_b030_P3_r1,A,nemotron,3.441279,2284,4,2284
nemotron_b030_P3_r2,A,nemotron,3.272623,1845,3,1845
nemotron_b031_P1_r1,A,nemotron,3.366830,1225,2,1225
nemotron_b031_P1_r2,A,nemotron,3.543222,1373,2,1373
nemotron_b031_P2_r1,A,nemotron,3.230648,1624,3,1624
nemotron_b031_P2_r2,A,nemotron,3.392809,1211,2,1211
nemotron_b031_P3_r1,A,nemotron,3.260247,2525,4,2525
nemotron_b031_P3_r2,A,nemotron,3.448060,3202,6,3202
nemotron_b032_P1_r1,A,nemotron,3.396812,1636,3,1636
nemotron_b032_P1_r2,A,nemotron,3.260030,2141,4,2141
nemotron_b032_P2_r1,A,nemotron,3.546139,1076,2,1076
nemotron_b032_P2_r2,A,nemotron,3.367451,1334,2,1334
nemotron_b032_P3_r1,A,nemotron,3.446228,3328,6,3328
nemotron_b032_P3_r2,A,nemotron,3.567807,1091,2,1091
nemotron_b033_P1_r1,A,nemotron,3.405770,869,1,869
nemotron_b033_P1_r2,A,nemotron,3.431323,948,1,948
nemotron_b033_P2_r1,A,nemotron,3.077830,1025,2,1025
nemotron_b033_P2_r2,A,nemotron,3.343024,672,1,672
nemotron_b033_P3_r1,A,nemotron,3.587718,1725,3,1725
nemotron_b033_P3_r2,A,nemotron,3.730591,2051,4,2051
nemotron_b034_P1_r1,A,nemotron,3.120748,1158,2,1158
nemotron_b034_P1_r2,A,nemotron,3.174421,1964,3,1964
nemotron_b034_P2_r1,A,nemotron,3.267226,793,1,793
nemotron_b034_P2_r2,A,nemotron,3.065441,847,1,847
nemotron_b034_P3_r1,A,nemotron,3.457801,3022,5,3022
nemotron_b034_P3_r2,A,nemotron,3.300122,732,1,732
nemotron_b035_P1_r1,A,nemotron,3.373549,2294,4,2294
nemotron_b035_P1_r2,A,nemotron,3.284795,1209,2,1209
nemotron_b035_P2_r1,A,nemotron,3.419939,927,1,927
nemotron_b035_P2_r2,A,nemotron,3.246800,1086,2,1086
nemotron_b035_P3_r1,A,nemotron,3.459926,5420,10,5420
nemotron_b035_P3_r2,A,nemotron,3.356529,2944,5,2944
nemotron_b036_P1_r1,A,nemotron,3.317431,1073,2,1073
nemotron_b036_P1_r2,A,nemotron,3.426682,1792,3,1792
nemotron_b036_P2_r1,A,nemotron,3.096886,983,1,983
nemotron_b036_P2_r2,A,nemotron,3.460899,1103,2,1103
nemotron_b036_P3_r1,A,nemotron,3.409403,1383,2,1383
nemotron_b036_P3_r2,A,nemotron,3.561533,1536,3,1536
nemotron_b037_P1_r1,A,nemotron,3.198737,1682,3,1682
nemotron_b037_P1_r2,A,nemotron,3.199017,881,1,881
nemotron_b037_P2_r1,A,nemotron,3.203733,851,1,851
nemotron_b037_P2_r2,A,nemotron,3.192789,842,1,842
nemotron_b037_P3_r1,A,nemotron,3.449307,2772,5,2772
nemotron_b037_P3_r2,A,nemotron,3.392371,1599,3,1599
nemotron_b038_P1_r1,A,nemotron,3.386317,1270,2,1270
nemotron_b038_P1_r2,A,nemotron,3.300879,2066,4,2066
nemotron_b038_P2_r1,A,nemotron,3.351680,1223,2,1223
nemotron_b038_P2_r2,A,nemotron,3.416316,926,1,926
nemotron_b038_P3_r1,A,nemotron,3.515141,2301,4,2301
nemotron_b038_P3_r2,A,nemotron,3.431288,2676,5,2676
nemotron_b039_P1_r1,A,nemotron,3.225178,868,1,868
nemotron_b039_P1_r2,A,nemotron,3.183640,1113,2,1113
nemotron_b039_P2_r1,A,nemotron,3.185356,670,1,670
nemotron_b039_P2_r2,A,nemotron,3.349852,1014,1,1014
nemotron_b039_P3_r1,A,nemotron,3.625621,1259,2,1259
nemotron_b039_P3_r2,A,nemotron,3.381583,2504,4,2504
nemotron_b040_P1_r1,A,nemotron,3.478041,1043,2,1043
nemotron_b040_P1_r2,A,nemotron,3.489746,1497,2,1497
nemotron_b040_P2_r1,A,nemotron,3.421880,1136,2,1136
nemotron_b040_P2_r2,A,nemotron,3.590168,1216,2,1216
nemotron_b040_P3_r1,A,nemotron,3.616463,2325,4,2325
nemotron_b040_P3_r2,A,nemotron,3.658441,1826,3,1826
nemotron_b041_P1_r1,A,nemotron,3.315707,1483,2,1483
nemotron_b041_P1_r2,A,nemotron,3.411681,1588,3,1588
nemotron_b041_P2_r1,A,nemotron,3.666590,833,1,833
nemotron_b041_P2_r2,A,nemotron,3.311998,783,1,783
nemotron_b041_P3_r1,A,nemotron,3.653200,1488,2,1488
nemotron_b041_P3_r2,A,nemotron,3.453760,1107,2,1107
nemotron_b042_P1_r1,A,nemotron,3.291286,977,1,977
nemotron_b042_P1_r2,A,nemotron,3.324059,881,1,881
nemotron_b042_P2_r1,A,nemotron,3.236799,688,1,688
nemotron_b042_P2_r2,A,nemotron,3.069753,1010,1,1010
nemotron_b042_P3_r1,A,nemotron,3.394905,2294,4,2294
nemotron_b042_P3_r2,A,nemotron,3.451533,2466,4,2466
nemotron_b043_P1_r1,A,nemotron,3.286628,1434,2,1434
nemotron_b043_P1_r2,A,nemotron,3.325112,2591,5,2591
nemotron_b043_P2_r1,A,nemotron,3.350817,752,1,752
nemotron_b043_P2_r2,A,nemotron,3.443780,713,1,713
nemotron_b043_P3_r1,A,nemotron,3.664086,3086,6,3086
nemotron_b043_P3_r2,A,nemotron,3.510135,3890,7,3890
nemotron_b044_P1_r1,A,nemotron,3.451052,1127,2,1127
nemotron_b044_P1_r2,A,nemotron,3.255184,874,1,874
nemotron_b044_P2_r1,A,nemotron,3.123326,924,1,924
nemotron_b044_P2_r2,A,nemotron,3.319706,958,1,958
nemotron_b044_P3_r1,A,nemotron,3.503328,1611,3,1611
nemotron_b044_P3_r2,A,nemotron,3.536005,2206,4,2206
nemotron_b045_P1_r1,A,nemotron,3.373043,2146,4,2146
nemotron_b045_P1_r2,A,nemotron,3.326302,1212,2,1212
nemotron_b045_P2_r1,A,nemotron,3.384744,1643,3,1643
nemotron_b045_P2_r2,A,nemotron,3.337996,2021,3,2021
nemotron_b045_P3_r1,A,nemotron,3.588634,2216,4,2216
nemotron_b045_P3_r2,A,nemotron,3.395419,1905,3,1905
real_claude_b001_P1_r1,A,real_claude,3.030364,2066,4,2066
real_claude_b001_P1_r2,A,real_claude,3.183250,1642,3,1642
real_claude_b001_P2_r1,A,real_claude,2.907826,919,1,919
real_claude_b001_P2_r2,A,real_claude,3.065559,879,1,879
real_claude_b001_P3_r1,A,real_claude,2.985196,2266,4,2266
real_claude_b001_P3_r2,A,real_claude,3.128370,2020,3,2020
real_claude_b002_P1_r1,A,real_claude,3.325492,1554,3,1554
real_claude_b002_P1_r2,A,real_claude,3.245079,2067,4,2067
real_claude_b002_P2_r1,A,real_claude,3.305702,1051,2,1051
real_claude_b002_P2_r2,A,real_claude,3.261582,1281,2,1281
real_claude_b002_P3_r1,A,real_claude,3.446357,1932,3,1932
real_claude_b002_P3_r2,A,real_claude,3.259788,2099,4,2099
real_claude_b003_P1_r1,A,real_claude,3.496273,1937,3,1937
real_claude_b003_P1_r2,A,real_claude,3.413216,1897,3,1897
real_claude_b003_P2_r1,A,real_claude,3.379252,1327,2,1327
real_claude_b003_P2_r2,A,real_claude,3.450083,1141,2,1141
real_claude_b003_P3_r1,A,real_claude,3.275260,2076,4,2076
real_claude_b003_P3_r2,A,real_claude,3.646723,2002,3,2002
real_claude_b004_P1_r1,A,real_claude,3.283747,2815,5,2815
real_claude_b004_P1_r2,A,real_claude,3.271367,1612,3,1612
real_claude_b004_P2_r1,A,real_claude,3.009779,1007,1,1007
real_claude_b004_P2_r2,A,real_claude,3.107440,913,1,913
real_claude_b004_P3_r1,A,real_claude,3.446895,2025,3,2025
real_claude_b004_P3_r2,A,real_claude,3.340618,2224,4,2224
real_claude_b005_P1_r1,A,real_claude,3.343916,2092,4,2092
real_claude_b005_P1_r2,A,real_claude,3.455070,1789,3,1789
real_claude_b005_P2_r1,A,real_claude,3.413699,919,1,919
real_claude_b005_P2_r2,A,real_claude,3.647155,914,1,914
real_claude_b005_P3_r1,A,real_claude,3.695471,1746,3,1746
real_claude_b005_P3_r2,A,real_claude,3.620372,1722,3,1722
real_claude_b006_P1_r1,A,real_claude,3.080286,2712,5,2712
real_claude_b006_P1_r2,A,real_claude,3.254400,2171,4,2171
real_claude_b006_P2_r1,A,real_claude,3.309497,1011,1,1011
real_claude_b006_P2_r2,A,real_claude,2.906792,994,1,994
real_claude_b006_P3_r1,A,real_claude,3.315788,2531,4,2531
real_claude_b006_P3_r2,A,real_claude,3.296336,2418,4,2418
real_claude_b007_P1_r1,A,real_claude,3.197513,2390,4,2390
real_claude_b007_P1_r2,A,real_claude,3.149073,1846,3,1846
real_claude_b007_P2_r1,A,real_claude,3.233422,834,1,834
real_claude_b007_P2_r2,A,real_claude,3.275104,852,1,852
real_claude_b007_P3_r1,A,real_claude,3.356245,1946,3,1946
real_claude_b007_P3_r2,A,real_claude,3.440699,1997,3,1997
real_claude_b008_P1_r1,A,real_claude,3.422346,1879,3,1879
real_claude_b008_P1_r2,A,real_claude,3.215299,1937,3,1937
real_claude_b008_P2_r1,A,real_claude,3.307640,1085,2,1085
real_claude_b008_P2_r2,A,real_claude,3.283392,900,1,900
real_claude_b008_P3_r1,A,real_claude,3.269409,2564,5,2564
real_claude_b008_P3_r2,A,real_claude,3.331237,2430,4,2430
real_claude_b009_P1_r1,A,real_claude,3.434794,2276,4,2276
real_claude_b009_P1_r2,A,real_claude,3.428782,2878,5,2878
real_claude_b009_P2_r1,A,real_claude,3.452997,561,1,561
real_claude_b009_P2_r2,A,real_claude,3.506143,905,1,905
real_claude_b009_P3_r1,A,real_claude,3.498803,1974,3,1974
real_claude_b009_P3_r2,A,real_claude,3.473893,2341,4,2341
real_claude_b010_P1_r1,A,real_claude,3.231964,838,1,838
real_claude_b010_P1_r2,A,real_claude,3.140561,2578,5,2578
real_claude_b010_P2_r1,A,real_claude,3.378152,1113,2,1113
real_claude_b010_P2_r2,A,real_claude,3.259531,1092,2,1092
real_claude_b010_P3_r1,A,real_claude,3.542023,1278,2,1278
real_claude_b010_P3_r2,A,real_claude,3.426415,1962,3,1962
real_claude_b011_P1_r1,A,real_claude,3.241379,2078,4,2078
real_claude_b011_P1_r2,A,real_claude,3.110559,1722,3,1722
real_claude_b011_P2_r1,A,real_claude,3.196918,1569,3,1569
real_claude_b011_P2_r2,A,real_claude,3.339525,1364,2,1364
real_claude_b011_P3_r1,A,real_claude,3.339668,1983,3,1983
real_claude_b011_P3_r2,A,real_claude,3.487197,1968,3,1968
real_claude_b012_P1_r1,A,real_claude,3.535862,2091,4,2091
real_claude_b012_P1_r2,A,real_claude,3.551013,1444,2,1444
real_claude_b012_P2_r1,A,real_claude,3.435908,1305,2,1305
real_claude_b012_P2_r2,A,real_claude,3.318610,1575,3,1575
real_claude_b012_P3_r1,A,real_claude,3.686659,1908,3,1908
real_claude_b012_P3_r2,A,real_claude,3.622613,2180,4,2180
real_claude_b013_P1_r1,A,real_claude,3.457773,2291,4,2291
real_claude_b013_P1_r2,A,real_claude,3.574948,1767,3,1767
real_claude_b013_P2_r1,A,real_claude,3.339669,930,1,930
real_claude_b013_P2_r2,A,real_claude,3.369654,1003,1,1003
