original_document_id,transformation_id,transformation,meaning_preserving,origin_class,genre,prompt_condition,generation_channel,index_baseline,index_transformed,delta,abs_delta,unstable,features_common,features_format,weight_common,weight_format,dropped_categories,m02_missing,applied_no_change,input_unchanged
human_science_cyberleninka_0031,14,удаление типичных клише,0,H,science,,,41.1836,36.8357,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0032,14,удаление типичных клише,0,H,science,,,33.9372,33.2126,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0053,14,удаление типичных клише,0,H,science,,,46.7995,46.7995,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_science_spbgu_0024,14,удаление типичных клише,0,H,science,,,51.9324,51.9324,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_science_urfu_0028,14,удаление типичных клише,0,H,science,,,41.7874,41.7874,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_alaev_0004,14,удаление типичных клише,0,H,seo,,,37.8623,41.4855,3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0,0
human_seo_convertmonster_0001,14,удаление типичных клише,0,H,seo,,,28.3816,28.3816,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_devaka_ru_0004,14,удаление типичных клише,0,H,seo,,,36.9565,32.6087,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_0002,14,удаление типичных клише,0,H,seo,,,38.1039,38.1039,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_su_0001,14,удаление типичных клише,0,H,seo,,,29.7101,31.7029,1.9928,1.9928,0,18,4,0.5700,0.1200,,0,0,0
human_seo_labrika_0002,14,удаление типичных клише,0,H,seo,,,26.1473,29.7705,3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b012_P1_r1,14,удаление типичных клише,0,A,seo,P1,nemotron,53.3213,52.5966,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b015_P3_r2,14,удаление типичных клише,0,A,seo,P3,nemotron,61.7754,63.2246,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b016_P1_r1,14,удаление типичных клише,0,A,analytics,P1,nemotron,52.5362,48.1884,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b022_P3_r2,14,удаление типичных клише,0,A,analytics,P3,nemotron,38.8889,47.5845,8.6957,8.6957,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b028_P1_r2,14,удаление типичных клише,0,A,analytics,P1,nemotron,65.2778,65.2778,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b033_P2_r2,14,удаление типичных клише,0,A,commercial,P2,nemotron,61.5942,57.2464,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b038_P1_r2,14,удаление типичных клише,0,A,commercial,P1,nemotron,55.1932,59.5411,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b015_P2_r1,14,удаление типичных клише,0,A,seo,P2,real_claude,58.5145,58.5145,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b018_P3_r2,14,удаление типичных клише,0,A,analytics,P3,real_claude,45.7126,50.0604,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b024_P1_r2,14,удаление типичных клише,0,A,analytics,P1,real_claude,53.4420,50.7850,-2.6570,2.6570,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b025_P2_r1,14,удаление типичных клише,0,A,analytics,P2,real_claude,46.2560,44.8068,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b034_P2_r2,14,удаление типичных клише,0,A,commercial,P2,real_claude,72.8865,63.4662,-9.4203,9.4203,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b040_P3_r2,14,удаление типичных клише,0,A,commercial,P3,real_claude,43.7198,55.5556,11.8357,11.8357,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b042_P3_r2,14,удаление типичных клише,0,A,commercial,P3,real_claude,29.0459,36.1111,7.0652,7.0652,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b045_P3_r1,14,удаление типичных клише,0,A,commercial,P3,real_claude,53.5024,51.3285,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b002_P3_r1,15,подмена символов и гомоглифы,1,A,seo,P3,deepseek_pro,39.0097,39.0097,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b004_P2_r1,15,подмена символов и гомоглифы,1,A,seo,P2,deepseek_pro,63.7681,63.7681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b007_P3_r2,15,подмена символов и гомоглифы,1,A,seo,P3,deepseek_pro,47.5845,43.2367,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P1_r1,15,подмена символов и гомоглифы,1,A,seo,P1,deepseek_pro,49.1546,50.8454,1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P2_r2,15,подмена символов и гомоглифы,1,A,seo,P2,deepseek_pro,52.5362,52.5362,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b021_P2_r2,15,подмена символов и гомоглифы,1,A,analytics,P2,deepseek_pro,59.8430,59.8430,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,0
deepseek_pro_b037_P2_r2,15,подмена символов и гомоглифы,1,A,commercial,P2,deepseek_pro,61.2923,61.2923,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b038_P1_r2,15,подмена символов и гомоглифы,1,A,commercial,P1,deepseek_pro,43.0556,43.0556,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P1_r1,15,подмена символов и гомоглифы,1,A,seo,P1,gpt,41.5459,41.5459,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P3_r1,15,подмена символов и гомоглифы,1,A,seo,P3,gpt,35.0242,35.0242,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b021_P3_r2,15,подмена символов и гомоглифы,1,A,analytics,P3,gpt,52.4155,52.4155,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b026_P1_r1,15,подмена символов и гомоглифы,1,A,analytics,P1,gpt,61.1715,61.1715,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b028_P2_r1,15,подмена символов и гомоглифы,1,A,analytics,P2,gpt,43.7802,43.7802,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b031_P1_r1,15,подмена символов и гомоглифы,1,A,commercial,P1,gpt,29.7705,34.1184,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
gpt_b040_P2_r1,15,подмена символов и гомоглифы,1,A,commercial,P2,gpt,60.1449,60.1449,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0001,15,подмена символов и гомоглифы,1,H,translation,,,43.5990,43.5990,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0002,15,подмена символов и гомоглифы,1,H,translation,,,46.7391,46.7391,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0003,15,подмена символов и гомоглифы,1,H,translation,,,51.2681,51.2681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0055,15,подмена символов и гомоглифы,1,H,translation,,,40.5797,38.8889,-1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0068,15,подмена символов и гомоглифы,1,H,translation,,,17.3913,20.2899,2.8986,2.8986,0,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0073,15,подмена символов и гомоглифы,1,H,translation,,,54.8309,57.4879,2.6570,2.6570,0,17,4,0.5700,0.1200,,1,0,0
human_news_buriy_2014_0027,15,подмена символов и гомоглифы,1,H,news,,,29.3478,29.3478,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_news_buriy_2014_0034,15,подмена символов и гомоглифы,1,H,news,,,47.2222,45.7729,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
human_news_gazeta_0031,15,подмена символов и гомоглифы,1,H,news,,,36.3527,36.3527,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0,0
human_news_gazeta_0040,15,подмена символов и гомоглифы,1,H,news,,,28.0193,28.0193,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0001,15,подмена символов и гомоглифы,1,H,news,,,49.2150,49.2150,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0016,15,подмена символов и гомоглифы,1,H,news,,,61.2319,61.2319,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0,0
human_prose_taiga_arzamas_0050,15,подмена символов и гомоглифы,1,H,prose,,,26.2077,21.8599,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_arzamas_0051,15,подмена символов и гомоглифы,1,H,prose,,,39.0097,39.0097,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_magazines_0048,15,подмена символов и гомоглифы,1,H,prose,,,56.5821,53.6836,-2.8986,2.8986,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_magazines_0053,15,подмена символов и гомоглифы,1,H,prose,,,17.2101,18.6594,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0034,15,подмена символов и гомоглифы,1,H,prose,,,34.0580,32.6087,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0056,15,подмена символов и гомоглифы,1,H,prose,,,37.0169,37.0169,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0026,15,подмена символов и гомоглифы,1,H,science,,,35.0845,35.0845,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0031,15,подмена символов и гомоглифы,1,H,science,,,41.1836,41.1836,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0032,15,подмена символов и гомоглифы,1,H,science,,,33.9372,37.5604,3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0053,15,подмена символов и гомоглифы,1,H,science,,,46.7995,46.7995,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_science_spbgu_0024,15,подмена символов и гомоглифы,1,H,science,,,51.9324,53.6232,1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
human_science_urfu_0028,15,подмена символов и гомоглифы,1,H,science,,,41.7874,41.7874,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_alaev_0004,15,подмена символов и гомоглифы,1,H,seo,,,37.8623,37.8623,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_convertmonster_0001,15,подмена символов и гомоглифы,1,H,seo,,,28.3816,28.3816,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,0
human_seo_devaka_ru_0004,15,подмена символов и гомоглифы,1,H,seo,,,36.9565,32.6087,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_0002,15,подмена символов и гомоглифы,1,H,seo,,,38.1039,38.1039,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_su_0001,15,подмена символов и гомоглифы,1,H,seo,,,29.7101,29.7101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_labrika_0002,15,подмена символов и гомоглифы,1,H,seo,,,26.1473,26.1473,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b012_P1_r1,15,подмена символов и гомоглифы,1,A,seo,P1,nemotron,53.3213,53.3213,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b015_P3_r2,15,подмена символов и гомоглифы,1,A,seo,P3,nemotron,61.7754,63.2246,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b016_P1_r1,15,подмена символов и гомоглифы,1,A,analytics,P1,nemotron,52.5362,56.8841,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b022_P3_r2,15,подмена символов и гомоглифы,1,A,analytics,P3,nemotron,38.8889,43.2367,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b028_P1_r2,15,подмена символов и гомоглифы,1,A,analytics,P1,nemotron,65.2778,65.2778,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b033_P2_r2,15,подмена символов и гомоглифы,1,A,commercial,P2,nemotron,61.5942,61.5942,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,0
nemotron_b038_P1_r2,15,подмена символов и гомоглифы,1,A,commercial,P1,nemotron,55.1932,55.1932,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b015_P2_r1,15,подмена символов и гомоглифы,1,A,seo,P2,real_claude,58.5145,58.5145,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b018_P3_r2,15,подмена символов и гомоглифы,1,A,analytics,P3,real_claude,45.7126,45.7126,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b024_P1_r2,15,подмена символов и гомоглифы,1,A,analytics,P1,real_claude,53.4420,57.7899,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b025_P2_r1,15,подмена символов и гомоглифы,1,A,analytics,P2,real_claude,46.2560,46.2560,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b034_P2_r2,15,подмена символов и гомоглифы,1,A,commercial,P2,real_claude,72.8865,72.8865,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b040_P3_r2,15,подмена символов и гомоглифы,1,A,commercial,P3,real_claude,43.7198,48.0676,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b042_P3_r2,15,подмена символов и гомоглифы,1,A,commercial,P3,real_claude,29.0459,29.0459,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b045_P3_r1,15,подмена символов и гомоглифы,1,A,commercial,P3,real_claude,53.5024,53.5024,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b002_P3_r1,16,перенос между форматами,1,A,seo,P3,deepseek_pro,39.0097,39.0097,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
deepseek_pro_b004_P2_r1,16,перенос между форматами,1,A,seo,P2,deepseek_pro,63.7681,61.2319,-2.5362,2.5362,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b007_P3_r2,16,перенос между форматами,1,A,seo,P3,deepseek_pro,47.5845,44.6860,-2.8986,2.8986,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P1_r1,16,перенос между форматами,1,A,seo,P1,deepseek_pro,49.1546,46.9807,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,1,0
deepseek_pro_b009_P2_r2,16,перенос между форматами,1,A,seo,P2,deepseek_pro,52.5362,53.3816,0.8454,0.8454,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b021_P2_r2,16,перенос между форматами,1,A,analytics,P2,deepseek_pro,59.8430,51.1473,-8.6957,8.6957,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b037_P2_r2,16,перенос между форматами,1,A,commercial,P2,deepseek_pro,61.2923,68.4179,7.1256,7.1256,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b038_P1_r2,16,перенос между форматами,1,A,commercial,P1,deepseek_pro,43.0556,42.3309,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P1_r1,16,перенос между форматами,1,A,seo,P1,gpt,41.5459,41.5459,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
gpt_b004_P3_r1,16,перенос между форматами,1,A,seo,P3,gpt,35.0242,35.0242,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
gpt_b021_P3_r2,16,перенос между форматами,1,A,analytics,P3,gpt,52.4155,52.4155,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
gpt_b026_P1_r1,16,перенос между форматами,1,A,analytics,P1,gpt,61.1715,61.1715,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
gpt_b028_P2_r1,16,перенос между форматами,1,A,analytics,P2,gpt,43.7802,37.0773,-6.7029,6.7029,1,18,4,0.5700,0.1200,,0,0,0
gpt_b031_P1_r1,16,перенос между форматами,1,A,commercial,P1,gpt,29.7705,27.5966,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,1,0
gpt_b040_P2_r1,16,перенос между форматами,1,A,commercial,P2,gpt,60.1449,49.0338,-11.1111,11.1111,1,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0001,16,перенос между форматами,1,H,translation,,,43.5990,43.5990,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_hard_rusltc_0002,16,перенос между форматами,1,H,translation,,,46.7391,46.7391,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_hard_rusltc_0003,16,перенос между форматами,1,H,translation,,,51.2681,51.2681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_hard_rusltc_0055,16,перенос между форматами,1,H,translation,,,40.5797,40.5797,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_hard_rusltc_0068,16,перенос между форматами,1,H,translation,,,17.3913,17.3913,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_hard_rusltc_0073,16,перенос между форматами,1,H,translation,,,54.8309,54.8309,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_news_buriy_2014_0027,16,перенос между форматами,1,H,news,,,29.3478,29.3478,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_news_buriy_2014_0034,16,перенос между форматами,1,H,news,,,47.2222,47.2222,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_news_gazeta_0031,16,перенос между форматами,1,H,news,,,36.3527,36.3527,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_news_gazeta_0040,16,перенос между форматами,1,H,news,,,28.0193,28.0193,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_news_lenta_0001,16,перенос между форматами,1,H,news,,,49.2150,49.2150,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_news_lenta_0016,16,перенос между форматами,1,H,news,,,61.2319,61.2319,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_prose_taiga_arzamas_0050,16,перенос между форматами,1,H,prose,,,26.2077,26.2077,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_prose_taiga_arzamas_0051,16,перенос между форматами,1,H,prose,,,39.0097,39.0097,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_prose_taiga_magazines_0048,16,перенос между форматами,1,H,prose,,,56.5821,56.5821,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_prose_taiga_magazines_0053,16,перенос между форматами,1,H,prose,,,17.2101,17.2101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0034,16,перенос между форматами,1,H,prose,,,34.0580,34.0580,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_prose_taiga_proza_0056,16,перенос между форматами,1,H,prose,,,37.0169,24.2150,-12.8019,12.8019,1,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0026,16,перенос между форматами,1,H,science,,,35.0845,35.0845,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_science_cyberleninka_0031,16,перенос между форматами,1,H,science,,,41.1836,36.8357,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0032,16,перенос между форматами,1,H,science,,,33.9372,33.9372,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_science_cyberleninka_0053,16,перенос между форматами,1,H,science,,,46.7995,41.2440,-5.5556,5.5556,1,18,4,0.5700,0.1200,,0,0,0
human_science_spbgu_0024,16,перенос между форматами,1,H,science,,,51.9324,51.9324,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_science_urfu_0028,16,перенос между форматами,1,H,science,,,41.7874,41.7874,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_alaev_0004,16,перенос между форматами,1,H,seo,,,37.8623,37.8623,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_seo_convertmonster_0001,16,перенос между форматами,1,H,seo,,,28.3816,28.3816,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,0
human_seo_devaka_ru_0004,16,перенос между форматами,1,H,seo,,,36.9565,36.9565,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,0
human_seo_drmax_0002,16,перенос между форматами,1,H,seo,,,38.1039,38.1039,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_seo_drmax_su_0001,16,перенос между форматами,1,H,seo,,,29.7101,32.1256,2.4155,2.4155,0,18,4,0.5700,0.1200,,0,0,0
human_seo_labrika_0002,16,перенос между форматами,1,H,seo,,,26.1473,26.1473,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
nemotron_b012_P1_r1,16,перенос между форматами,1,A,seo,P1,nemotron,53.3213,63.2246,9.9034,9.9034,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b015_P3_r2,16,перенос между форматами,1,A,seo,P3,nemotron,61.7754,53.8043,-7.9710,7.9710,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b016_P1_r1,16,перенос между форматами,1,A,analytics,P1,nemotron,52.5362,68.2367,15.7005,15.7005,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b022_P3_r2,16,перенос между форматами,1,A,analytics,P3,nemotron,38.8889,36.7150,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b028_P1_r2,16,перенос между форматами,1,A,analytics,P1,nemotron,65.2778,61.4130,-3.8647,3.8647,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b033_P2_r2,16,перенос между форматами,1,A,commercial,P2,nemotron,61.5942,57.0048,-4.5894,4.5894,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b038_P1_r2,16,перенос между форматами,1,A,commercial,P1,nemotron,55.1932,47.2222,-7.9710,7.9710,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b015_P2_r1,16,перенос между форматами,1,A,seo,P2,real_claude,58.5145,64.1908,5.6763,5.6763,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b018_P3_r2,16,перенос между форматами,1,A,analytics,P3,real_claude,45.7126,43.5386,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,1,0
real_claude_b024_P1_r2,16,перенос между форматами,1,A,analytics,P1,real_claude,53.4420,57.1256,3.6836,3.6836,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b025_P2_r1,16,перенос между форматами,1,A,analytics,P2,real_claude,46.2560,51.5700,5.3140,5.3140,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b034_P2_r2,16,перенос между форматами,1,A,commercial,P2,real_claude,72.8865,58.9976,-13.8889,13.8889,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b040_P3_r2,16,перенос между форматами,1,A,commercial,P3,real_claude,43.7198,39.3720,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1,0
real_claude_b042_P3_r2,16,перенос между форматами,1,A,commercial,P3,real_claude,29.0459,26.8720,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,1,0
real_claude_b045_P3_r1,16,перенос между форматами,1,A,commercial,P3,real_claude,53.5024,51.3285,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,1,0
