original_document_id,transformation_id,transformation,meaning_preserving,origin_class,genre,prompt_condition,generation_channel,index_baseline,index_transformed,delta,abs_delta,unstable,features_common,features_format
nemotron_b022_P3_r2,16,перенос между форматами,1,A,analytics,P3,nemotron,38.8889,39.4180,0.5291,0.5291,0,14,4
nemotron_b028_P1_r2,16,перенос между форматами,1,A,analytics,P1,nemotron,65.2778,57.7381,-7.5397,7.5397,1,14,4
nemotron_b033_P2_r2,16,перенос между форматами,1,A,commercial,P2,nemotron,60.1449,56.0847,-4.0602,4.0602,0,14,4
nemotron_b038_P1_r2,16,перенос между форматами,1,A,commercial,P1,nemotron,55.1932,45.3704,-9.8228,9.8228,1,14,4
real_claude_b015_P2_r1,16,перенос между форматами,1,A,seo,P2,real_claude,58.5145,60.7804,2.2659,2.2659,0,14,4
real_claude_b018_P3_r2,16,перенос между форматами,1,A,analytics,P3,real_claude,45.7126,43.7169,-1.9957,1.9957,0,14,4
real_claude_b024_P1_r2,16,перенос между форматами,1,A,analytics,P1,real_claude,53.4420,53.0423,-0.3997,0.3997,0,14,4
real_claude_b025_P2_r1,16,перенос между форматами,1,A,analytics,P2,real_claude,46.2560,39.8148,-6.4412,6.4412,1,14,4
real_claude_b034_P2_r2,16,перенос между форматами,1,A,commercial,P2,real_claude,72.8865,54.2989,-18.5876,18.5876,1,14,4
real_claude_b040_P3_r2,16,перенос между форматами,1,A,commercial,P3,real_claude,43.7198,32.0106,-11.7092,11.7092,1,14,4
real_claude_b042_P3_r2,16,перенос между форматами,1,A,commercial,P3,real_claude,29.0459,26.2566,-2.7893,2.7893,0,14,4
real_claude_b045_P3_r1,16,перенос между форматами,1,A,commercial,P3,real_claude,53.5024,49.0741,-4.4283,4.4283,0,14,4
